,Date,Community Area,Primary Type,Number
598,31/03/2001,7,MOTOR VEHICLE THEFT,1
599,31/03/2001,23,BATTERY,1
600,31/03/2001,23,MOTOR VEHICLE THEFT,1
601,31/03/2001,23,THEFT,1
602,31/03/2001,27,BATTERY,1
603,31/03/2001,32,DECEPTIVE PRACTICE,1
604,31/03/2001,43,DECEPTIVE PRACTICE,1
605,31/03/2001,51,DECEPTIVE PRACTICE,1
606,31/03/2001,69,THEFT,1
607,01/04/2001,1,SEX OFFENSE,1
608,01/04/2001,1,THEFT,1
609,01/04/2001,2,THEFT,1
610,01/04/2001,3,BATTERY,1
611,01/04/2001,4,THEFT,2
612,01/04/2001,5,DECEPTIVE PRACTICE,1
613,01/04/2001,8,OFFENSE INVOLVING CHILDREN,1
614,01/04/2001,11,OFFENSE INVOLVING CHILDREN,1
615,01/04/2001,15,THEFT,1
616,01/04/2001,16,SEX OFFENSE,1
617,01/04/2001,17,THEFT,1
618,01/04/2001,19,SEX OFFENSE,1
619,01/04/2001,19,THEFT,1
620,01/04/2001,20,THEFT,2
621,01/04/2001,22,CRIM SEXUAL ASSAULT,1
622,01/04/2001,22,THEFT,1
623,01/04/2001,23,BATTERY,1
624,01/04/2001,23,SEX OFFENSE,1
625,01/04/2001,23,THEFT,2
626,01/04/2001,24,HOMICIDE,1
627,01/04/2001,25,DECEPTIVE PRACTICE,1
628,01/04/2001,25,THEFT,1
629,01/04/2001,26,HOMICIDE,1
630,01/04/2001,27,THEFT,2
631,01/04/2001,29,CRIM SEXUAL ASSAULT,1
632,01/04/2001,29,HOMICIDE,1
633,01/04/2001,29,THEFT,1
634,01/04/2001,30,THEFT,1
635,01/04/2001,33,DECEPTIVE PRACTICE,1
636,01/04/2001,33,THEFT,1
637,01/04/2001,34,THEFT,1
638,01/04/2001,35,DECEPTIVE PRACTICE,1
639,01/04/2001,35,THEFT,2
640,01/04/2001,38,HOMICIDE,1
641,01/04/2001,38,THEFT,1
642,01/04/2001,39,OFFENSE INVOLVING CHILDREN,1
643,01/04/2001,39,THEFT,1
644,01/04/2001,46,OFFENSE INVOLVING CHILDREN,1
645,01/04/2001,46,OTHER OFFENSE,1
646,01/04/2001,49,THEFT,1
647,01/04/2001,53,THEFT,1
648,01/04/2001,58,OFFENSE INVOLVING CHILDREN,1
649,01/04/2001,62,OFFENSE INVOLVING CHILDREN,1
650,01/04/2001,62,THEFT,1
651,01/04/2001,63,THEFT,1
652,01/04/2001,66,DECEPTIVE PRACTICE,1
653,01/04/2001,66,OFFENSE INVOLVING CHILDREN,2
654,01/04/2001,66,THEFT,1
655,01/04/2001,67,THEFT,1
656,01/04/2001,69,THEFT,3
657,01/04/2001,71,THEFT,1
658,01/04/2001,72,THEFT,1
659,01/04/2001,73,DECEPTIVE PRACTICE,1
660,01/04/2001,75,OFFENSE INVOLVING CHILDREN,1
661,01/04/2001,75,THEFT,1
662,01/04/2001,77,THEFT,2
663,02/04/2001,18,THEFT,1
664,02/04/2001,25,NARCOTICS,1
665,02/04/2001,27,MOTOR VEHICLE THEFT,1
666,03/04/2001,4,DECEPTIVE PRACTICE,1
667,03/04/2001,8,HOMICIDE,1
668,03/04/2001,23,ASSAULT,1
669,03/04/2001,23,BATTERY,1
670,03/04/2001,24,GAMBLING,1
671,03/04/2001,40,THEFT,1
672,03/04/2001,64,HOMICIDE,1
673,04/04/2001,7,THEFT,1
674,04/04/2001,23,CRIMINAL DAMAGE,1
675,04/04/2001,25,NARCOTICS,1
676,04/04/2001,33,THEFT,1
677,04/04/2001,60,DECEPTIVE PRACTICE,1
678,05/04/2001,19,HOMICIDE,1
679,05/04/2001,23,BATTERY,1
680,05/04/2001,52,THEFT,1
681,05/04/2001,58,SEX OFFENSE,1
682,05/04/2001,71,THEFT,1
683,05/04/2001,77,BATTERY,1
684,06/04/2001,1,OFFENSE INVOLVING CHILDREN,1
685,06/04/2001,4,ASSAULT,1
686,06/04/2001,22,ROBBERY,1
687,06/04/2001,30,HOMICIDE,1
688,06/04/2001,43,MOTOR VEHICLE THEFT,1
689,06/04/2001,49,HOMICIDE,1
690,07/04/2001,7,ROBBERY,1
691,07/04/2001,14,OFFENSE INVOLVING CHILDREN,1
692,07/04/2001,19,MOTOR VEHICLE THEFT,1
693,07/04/2001,22,MOTOR VEHICLE THEFT,1
694,07/04/2001,25,HOMICIDE,1
695,07/04/2001,25,MOTOR VEHICLE THEFT,1
696,07/04/2001,58,BURGLARY,1
697,07/04/2001,73,MOTOR VEHICLE THEFT,1
698,08/04/2001,8,CRIM SEXUAL ASSAULT,1
699,08/04/2001,23,HOMICIDE,1
700,08/04/2001,23,THEFT,1
701,08/04/2001,71,NARCOTICS,1
702,09/04/2001,8,BURGLARY,1
703,09/04/2001,68,OFFENSE INVOLVING CHILDREN,1
704,10/04/2001,1,THEFT,1
705,10/04/2001,19,MOTOR VEHICLE THEFT,1
706,10/04/2001,21,ASSAULT,1
707,10/04/2001,22,OFFENSE INVOLVING CHILDREN,1
708,10/04/2001,22,OTHER OFFENSE,1
709,10/04/2001,23,CRIMINAL DAMAGE,1
710,10/04/2001,25,NARCOTICS,1
711,10/04/2001,27,ROBBERY,1
712,10/04/2001,73,HOMICIDE,1
713,11/04/2001,19,HOMICIDE,1
714,11/04/2001,25,OTHER OFFENSE,1
715,11/04/2001,26,HOMICIDE,1
716,11/04/2001,28,DECEPTIVE PRACTICE,1
717,11/04/2001,49,THEFT,1
718,11/04/2001,77,THEFT,1
719,12/04/2001,23,BATTERY,1
720,12/04/2001,23,CRIMINAL DAMAGE,1
721,12/04/2001,23,NARCOTICS,1
722,12/04/2001,24,THEFT,1
723,12/04/2001,46,HOMICIDE,1
724,12/04/2001,69,DECEPTIVE PRACTICE,1
725,13/04/2001,22,THEFT,1
726,13/04/2001,24,HOMICIDE,1
727,13/04/2001,35,THEFT,1
728,13/04/2001,43,HOMICIDE,1
729,13/04/2001,52,HOMICIDE,1
730,14/04/2001,29,THEFT,1
731,14/04/2001,30,CRIM SEXUAL ASSAULT,1
732,14/04/2001,41,MOTOR VEHICLE THEFT,1
733,14/04/2001,60,MOTOR VEHICLE THEFT,1
734,14/04/2001,71,HOMICIDE,1
735,15/04/2001,1,HOMICIDE,1
736,15/04/2001,10,OTHER OFFENSE,1
737,15/04/2001,14,THEFT,1
738,15/04/2001,16,THEFT,1
739,15/04/2001,25,THEFT,1
740,15/04/2001,28,CRIM SEXUAL ASSAULT,1
741,15/04/2001,33,THEFT,1
742,15/04/2001,62,OTHER OFFENSE,1
743,15/04/2001,68,THEFT,1
744,15/04/2001,71,HOMICIDE,1
745,16/04/2001,21,THEFT,1
746,16/04/2001,23,BATTERY,1
747,16/04/2001,24,MOTOR VEHICLE THEFT,1
748,16/04/2001,25,HOMICIDE,1
749,16/04/2001,35,HOMICIDE,1
750,16/04/2001,43,MOTOR VEHICLE THEFT,1
751,16/04/2001,71,MOTOR VEHICLE THEFT,1
752,17/04/2001,27,THEFT,1
753,17/04/2001,41,BURGLARY,1
754,17/04/2001,53,OFFENSE INVOLVING CHILDREN,1
755,18/04/2001,3,BATTERY,1
756,18/04/2001,17,MOTOR VEHICLE THEFT,1
757,18/04/2001,22,HOMICIDE,1
758,18/04/2001,44,MOTOR VEHICLE THEFT,1
759,18/04/2001,54,MOTOR VEHICLE THEFT,1
760,18/04/2001,71,HOMICIDE,1
761,19/04/2001,19,MOTOR VEHICLE THEFT,1
762,19/04/2001,23,HOMICIDE,1
763,19/04/2001,25,HOMICIDE,1
764,19/04/2001,35,HOMICIDE,1
765,19/04/2001,53,THEFT,1
766,20/04/2001,8,THEFT,1
767,20/04/2001,22,HOMICIDE,1
768,20/04/2001,23,HOMICIDE,1
769,20/04/2001,27,OTHER OFFENSE,1
770,20/04/2001,32,MOTOR VEHICLE THEFT,1
771,20/04/2001,40,HOMICIDE,1
772,20/04/2001,59,HOMICIDE,1
773,20/04/2001,67,CRIMINAL DAMAGE,1
774,20/04/2001,71,THEFT,1
775,21/04/2001,2,CRIM SEXUAL ASSAULT,1
776,21/04/2001,23,CRIMINAL DAMAGE,1
777,21/04/2001,30,HOMICIDE,1
778,21/04/2001,38,HOMICIDE,1
779,21/04/2001,43,BATTERY,1
780,21/04/2001,67,CRIM SEXUAL ASSAULT,1
781,21/04/2001,69,THEFT,1
782,22/04/2001,19,BATTERY,1
783,22/04/2001,20,HOMICIDE,1
784,22/04/2001,23,HOMICIDE,2
785,22/04/2001,26,CRIMINAL DAMAGE,1
786,22/04/2001,27,ASSAULT,1
787,22/04/2001,32,DECEPTIVE PRACTICE,1
788,22/04/2001,42,HOMICIDE,1
789,22/04/2001,43,OTHER OFFENSE,1
790,22/04/2001,58,CRIM SEXUAL ASSAULT,1
791,22/04/2001,71,THEFT,1
792,23/04/2001,4,DECEPTIVE PRACTICE,1
793,23/04/2001,8,BATTERY,1
794,23/04/2001,17,THEFT,1
795,23/04/2001,23,CRIM SEXUAL ASSAULT,1
796,23/04/2001,27,BATTERY,1
797,23/04/2001,27,HOMICIDE,1
798,23/04/2001,28,MOTOR VEHICLE THEFT,1
799,23/04/2001,46,HOMICIDE,1
800,23/04/2001,70,CRIM SEXUAL ASSAULT,1
801,24/04/2001,25,HOMICIDE,1
802,24/04/2001,25,THEFT,1
803,24/04/2001,26,ASSAULT,1
804,24/04/2001,29,BATTERY,1
805,24/04/2001,58,CRIMINAL DAMAGE,1
806,25/04/2001,6,THEFT,1
807,25/04/2001,21,HOMICIDE,1
808,25/04/2001,26,ASSAULT,1
809,25/04/2001,26,BATTERY,1
810,25/04/2001,26,CRIMINAL DAMAGE,1
811,25/04/2001,26,HOMICIDE,1
812,25/04/2001,32,ROBBERY,1
813,26/04/2001,3,ROBBERY,1
814,26/04/2001,8,THEFT,1
815,26/04/2001,41,MOTOR VEHICLE THEFT,1
816,27/04/2001,17,OTHER OFFENSE,1
817,27/04/2001,22,THEFT,1
818,27/04/2001,23,BATTERY,1
819,27/04/2001,24,THEFT,1
820,27/04/2001,27,BATTERY,1
821,27/04/2001,29,HOMICIDE,1
822,27/04/2001,35,OTHER OFFENSE,1
823,27/04/2001,73,HOMICIDE,1
824,28/04/2001,25,ASSAULT,1
825,29/04/2001,8,BURGLARY,2
826,29/04/2001,16,THEFT,1
827,29/04/2001,33,MOTOR VEHICLE THEFT,1
828,30/04/2001,2,DECEPTIVE PRACTICE,1
829,30/04/2001,3,MOTOR VEHICLE THEFT,1
830,30/04/2001,16,THEFT,1
831,30/04/2001,22,THEFT,2
832,30/04/2001,23,BATTERY,1
833,30/04/2001,25,OTHER OFFENSE,1
834,30/04/2001,27,NARCOTICS,1
835,30/04/2001,43,THEFT,1
836,30/04/2001,44,MOTOR VEHICLE THEFT,1
837,30/04/2001,49,CRIM SEXUAL ASSAULT,1
838,30/04/2001,63,BATTERY,1
839,30/04/2001,67,THEFT,1
840,01/05/2001,2,THEFT,2
841,01/05/2001,5,THEFT,1
842,01/05/2001,6,THEFT,1
843,01/05/2001,8,DECEPTIVE PRACTICE,1
844,01/05/2001,8,THEFT,2
845,01/05/2001,10,THEFT,1
846,01/05/2001,18,THEFT,1
847,01/05/2001,19,THEFT,1
848,01/05/2001,20,THEFT,1
849,01/05/2001,22,THEFT,1
850,01/05/2001,23,THEFT,1
851,01/05/2001,24,THEFT,1
852,01/05/2001,25,OFFENSE INVOLVING CHILDREN,1
853,01/05/2001,25,THEFT,2
854,01/05/2001,26,THEFT,1
855,01/05/2001,27,HOMICIDE,2
856,01/05/2001,29,ASSAULT,1
857,01/05/2001,29,THEFT,2
858,01/05/2001,31,THEFT,1
859,01/05/2001,41,THEFT,2
860,01/05/2001,43,OFFENSE INVOLVING CHILDREN,2
861,01/05/2001,48,THEFT,1
862,01/05/2001,53,BATTERY,1
863,01/05/2001,55,OFFENSE INVOLVING CHILDREN,1
864,01/05/2001,57,THEFT,1
865,01/05/2001,61,OTHER OFFENSE,1
866,01/05/2001,64,THEFT,1
867,01/05/2001,66,CRIM SEXUAL ASSAULT,1
868,01/05/2001,66,THEFT,1
869,01/05/2001,67,THEFT,1
870,01/05/2001,68,CRIM SEXUAL ASSAULT,1
871,01/05/2001,68,HOMICIDE,2
872,01/05/2001,68,THEFT,1
873,01/05/2001,71,OTHER OFFENSE,1
874,01/05/2001,71,THEFT,2
875,01/05/2001,73,OFFENSE INVOLVING CHILDREN,1
876,01/05/2001,76,CRIMINAL TRESPASS,1
877,01/05/2001,76,DECEPTIVE PRACTICE,1
878,01/05/2001,77,THEFT,1
879,02/05/2001,23,BATTERY,1
880,02/05/2001,25,MOTOR VEHICLE THEFT,1
881,02/05/2001,29,THEFT,1
882,02/05/2001,43,HOMICIDE,1
883,02/05/2001,61,MOTOR VEHICLE THEFT,1
884,02/05/2001,72,THEFT,1
885,03/05/2001,25,OTHER OFFENSE,1
886,03/05/2001,27,DECEPTIVE PRACTICE,1
887,03/05/2001,53,THEFT,1
888,03/05/2001,61,HOMICIDE,1
889,04/05/2001,4,THEFT,1
890,04/05/2001,23,BATTERY,1
891,04/05/2001,23,CRIMINAL DAMAGE,1
892,04/05/2001,23,ROBBERY,1
893,04/05/2001,29,THEFT,1
894,04/05/2001,44,HOMICIDE,1
895,04/05/2001,59,MOTOR VEHICLE THEFT,1
896,04/05/2001,68,NARCOTICS,1
897,05/05/2001,23,ASSAULT,1
898,05/05/2001,34,OTHER OFFENSE,1
899,05/05/2001,36,THEFT,1
900,05/05/2001,43,BATTERY,1
901,05/05/2001,61,BATTERY,1
902,05/05/2001,69,THEFT,1
903,06/05/2001,23,THEFT,2
904,06/05/2001,31,HOMICIDE,1
905,06/05/2001,38,HOMICIDE,1
906,06/05/2001,46,CRIM SEXUAL ASSAULT,1
907,06/05/2001,57,MOTOR VEHICLE THEFT,1
908,07/05/2001,8,THEFT,1
909,07/05/2001,12,DECEPTIVE PRACTICE,1
910,07/05/2001,14,DECEPTIVE PRACTICE,1
911,07/05/2001,25,HOMICIDE,1
912,07/05/2001,26,HOMICIDE,1
913,07/05/2001,58,HOMICIDE,1
914,08/05/2001,23,CRIMINAL DAMAGE,1
915,08/05/2001,25,DECEPTIVE PRACTICE,1
916,08/05/2001,28,MOTOR VEHICLE THEFT,1
917,08/05/2001,30,MOTOR VEHICLE THEFT,1
918,08/05/2001,30,THEFT,1
919,08/05/2001,61,BURGLARY,1
920,08/05/2001,63,MOTOR VEHICLE THEFT,1
921,09/05/2001,8,MOTOR VEHICLE THEFT,1
922,09/05/2001,25,HOMICIDE,1
923,09/05/2001,38,HOMICIDE,1
924,09/05/2001,38,MOTOR VEHICLE THEFT,1
925,09/05/2001,43,DECEPTIVE PRACTICE,1
926,09/05/2001,49,MOTOR VEHICLE THEFT,1
927,09/05/2001,66,MOTOR VEHICLE THEFT,1
928,09/05/2001,68,HOMICIDE,1
929,09/05/2001,68,MOTOR VEHICLE THEFT,1
930,09/05/2001,70,THEFT,1
931,09/05/2001,77,DECEPTIVE PRACTICE,1
932,10/05/2001,4,HOMICIDE,1
933,10/05/2001,26,NARCOTICS,1
934,10/05/2001,27,HOMICIDE,1
935,10/05/2001,27,THEFT,1
936,10/05/2001,28,BURGLARY,1
937,10/05/2001,42,THEFT,1
938,10/05/2001,59,HOMICIDE,1
939,11/05/2001,32,THEFT,1
940,11/05/2001,42,THEFT,1
941,11/05/2001,56,MOTOR VEHICLE THEFT,1
942,11/05/2001,68,HOMICIDE,1
943,12/05/2001,23,ROBBERY,1
944,12/05/2001,29,BATTERY,1
945,12/05/2001,40,HOMICIDE,1
946,12/05/2001,63,HOMICIDE,1
947,12/05/2001,69,HOMICIDE,1
948,13/05/2001,22,MOTOR VEHICLE THEFT,1
949,14/05/2001,2,MOTOR VEHICLE THEFT,1
950,14/05/2001,7,ROBBERY,1
951,14/05/2001,25,HOMICIDE,1
952,14/05/2001,27,BATTERY,1
953,14/05/2001,44,DECEPTIVE PRACTICE,1
954,14/05/2001,61,THEFT,1
955,15/05/2001,4,CRIM SEXUAL ASSAULT,1
956,15/05/2001,6,THEFT,1
957,15/05/2001,7,CRIM SEXUAL ASSAULT,1
958,15/05/2001,19,THEFT,1
959,15/05/2001,22,DECEPTIVE PRACTICE,1
960,15/05/2001,23,CRIMINAL DAMAGE,1
961,15/05/2001,26,ROBBERY,1
962,15/05/2001,27,ASSAULT,1
963,15/05/2001,28,THEFT,1
964,15/05/2001,42,THEFT,1
965,15/05/2001,61,THEFT,1
966,15/05/2001,64,THEFT,1
967,15/05/2001,69,MOTOR VEHICLE THEFT,1
968,15/05/2001,69,OTHER OFFENSE,1
969,16/05/2001,24,THEFT,1
970,16/05/2001,30,BATTERY,1
971,16/05/2001,43,THEFT,1
972,16/05/2001,49,MOTOR VEHICLE THEFT,1
973,16/05/2001,58,MOTOR VEHICLE THEFT,1
974,17/05/2001,24,MOTOR VEHICLE THEFT,1
975,17/05/2001,25,MOTOR VEHICLE THEFT,1
976,17/05/2001,27,HOMICIDE,1
977,17/05/2001,46,CRIM SEXUAL ASSAULT,1
978,17/05/2001,53,HOMICIDE,1
979,17/05/2001,68,KIDNAPPING,1
980,18/05/2001,25,HOMICIDE,1
981,18/05/2001,29,THEFT,1
982,18/05/2001,42,HOMICIDE,1
983,18/05/2001,46,HOMICIDE,1
984,18/05/2001,65,MOTOR VEHICLE THEFT,1
985,19/05/2001,19,THEFT,1
986,19/05/2001,22,OFFENSE INVOLVING CHILDREN,1
987,19/05/2001,23,OFFENSE INVOLVING CHILDREN,1
988,19/05/2001,46,OTHER OFFENSE,1
989,19/05/2001,77,MOTOR VEHICLE THEFT,1
990,20/05/2001,3,THEFT,1
991,20/05/2001,19,OTHER OFFENSE,1
992,20/05/2001,25,MOTOR VEHICLE THEFT,1
993,20/05/2001,26,ROBBERY,1
994,20/05/2001,28,BATTERY,1
995,20/05/2001,38,OFFENSE INVOLVING CHILDREN,1
996,20/05/2001,57,SEX OFFENSE,1
997,21/05/2001,15,OTHER OFFENSE,1
998,21/05/2001,16,MOTOR VEHICLE THEFT,1
999,21/05/2001,23,ASSAULT,1
1000,21/05/2001,23,HOMICIDE,1
1001,21/05/2001,30,BURGLARY,1
1002,21/05/2001,63,MOTOR VEHICLE THEFT,1
1003,21/05/2001,71,THEFT,1
1004,21/05/2001,77,CRIM SEXUAL ASSAULT,1
1005,21/05/2001,77,THEFT,1
1006,22/05/2001,26,CRIMINAL DAMAGE,1
1007,22/05/2001,28,CRIMINAL DAMAGE,1
1008,22/05/2001,28,THEFT,1
1009,23/05/2001,23,BATTERY,1
1010,23/05/2001,24,THEFT,1
1011,23/05/2001,29,THEFT,1
1012,23/05/2001,66,DECEPTIVE PRACTICE,1
1013,24/05/2001,27,NARCOTICS,1
1014,24/05/2001,28,BURGLARY,1
1015,24/05/2001,34,THEFT,1
1016,24/05/2001,46,THEFT,1
1017,24/05/2001,60,MOTOR VEHICLE THEFT,1
1018,25/05/2001,1,MOTOR VEHICLE THEFT,1
1019,25/05/2001,8,BURGLARY,1
1020,25/05/2001,8,THEFT,1
1021,25/05/2001,23,OFFENSE INVOLVING CHILDREN,1
1022,25/05/2001,23,THEFT,1
1023,26/05/2001,1,OFFENSE INVOLVING CHILDREN,1
1024,26/05/2001,24,PROSTITUTION,1
1025,26/05/2001,28,MOTOR VEHICLE THEFT,1
1026,26/05/2001,33,BATTERY,1
1027,26/05/2001,52,ASSAULT,1
1028,26/05/2001,61,BURGLARY,1
1029,26/05/2001,68,CRIM SEXUAL ASSAULT,1
1030,27/05/2001,25,THEFT,1
1031,27/05/2001,26,BURGLARY,1
1032,27/05/2001,57,HOMICIDE,1
1033,27/05/2001,60,OFFENSE INVOLVING CHILDREN,1
1034,27/05/2001,63,MOTOR VEHICLE THEFT,1
1035,27/05/2001,70,MOTOR VEHICLE THEFT,1
1036,27/05/2001,71,BATTERY,1
1037,28/05/2001,31,MOTOR VEHICLE THEFT,1
1038,28/05/2001,42,MOTOR VEHICLE THEFT,1
1039,29/05/2001,8,THEFT,1
1040,29/05/2001,69,MOTOR VEHICLE THEFT,1
1041,30/05/2001,3,NARCOTICS,1
1042,30/05/2001,19,DECEPTIVE PRACTICE,1
1043,30/05/2001,25,THEFT,1
1044,30/05/2001,30,DECEPTIVE PRACTICE,1
1045,30/05/2001,32,LIQUOR LAW VIOLATION,1
1046,30/05/2001,32,THEFT,1
1047,30/05/2001,43,THEFT,1
1048,30/05/2001,55,THEFT,1
1049,30/05/2001,71,DECEPTIVE PRACTICE,1
1050,30/05/2001,74,THEFT,1
1051,31/05/2001,3,DECEPTIVE PRACTICE,1
1052,31/05/2001,6,THEFT,1
1053,31/05/2001,22,THEFT,1
1054,31/05/2001,25,BATTERY,1
1055,31/05/2001,42,THEFT,1
1056,31/05/2001,46,THEFT,1
1057,31/05/2001,58,HOMICIDE,1
1058,01/06/2001,1,CRIM SEXUAL ASSAULT,1
1059,01/06/2001,3,DECEPTIVE PRACTICE,1
1060,01/06/2001,3,SEX OFFENSE,1
1061,01/06/2001,4,THEFT,1
1062,01/06/2001,7,THEFT,2
1063,01/06/2001,8,CRIM SEXUAL ASSAULT,1
1064,01/06/2001,8,DECEPTIVE PRACTICE,1
1065,01/06/2001,8,THEFT,1
1066,01/06/2001,10,SEX OFFENSE,1
1067,01/06/2001,10,THEFT,1
1068,01/06/2001,15,OTHER OFFENSE,1
1069,01/06/2001,16,OFFENSE INVOLVING CHILDREN,2
1070,01/06/2001,19,SEX OFFENSE,1
1071,01/06/2001,20,OFFENSE INVOLVING CHILDREN,1
1072,01/06/2001,20,THEFT,1
1073,01/06/2001,21,CRIM SEXUAL ASSAULT,1
1074,01/06/2001,22,CRIM SEXUAL ASSAULT,1
1075,01/06/2001,22,SEX OFFENSE,1
1076,01/06/2001,22,THEFT,2
1077,01/06/2001,23,HOMICIDE,1
1078,01/06/2001,23,OTHER OFFENSE,1
1079,01/06/2001,24,CRIM SEXUAL ASSAULT,1
1080,01/06/2001,24,THEFT,3
1081,01/06/2001,25,CRIM SEXUAL ASSAULT,2
1082,01/06/2001,25,HOMICIDE,1
1083,01/06/2001,25,OFFENSE INVOLVING CHILDREN,1
1084,01/06/2001,25,OTHER OFFENSE,1
1085,01/06/2001,25,SEX OFFENSE,1
1086,01/06/2001,25,THEFT,4
1087,01/06/2001,27,THEFT,2
1088,01/06/2001,28,THEFT,3
1089,01/06/2001,29,THEFT,1
1090,01/06/2001,31,OFFENSE INVOLVING CHILDREN,2
1091,01/06/2001,34,DECEPTIVE PRACTICE,1
1092,01/06/2001,34,THEFT,1
1093,01/06/2001,35,OTHER OFFENSE,1
1094,01/06/2001,35,THEFT,1
1095,01/06/2001,38,THEFT,1
1096,01/06/2001,39,THEFT,1
1097,01/06/2001,40,THEFT,1
1098,01/06/2001,41,SEX OFFENSE,1
1099,01/06/2001,42,CRIM SEXUAL ASSAULT,1
1100,01/06/2001,43,OFFENSE INVOLVING CHILDREN,1
1101,01/06/2001,44,OFFENSE INVOLVING CHILDREN,1
1102,01/06/2001,46,OFFENSE INVOLVING CHILDREN,1
1103,01/06/2001,46,THEFT,2
1104,01/06/2001,48,THEFT,2
1105,01/06/2001,49,OFFENSE INVOLVING CHILDREN,1
1106,01/06/2001,49,OTHER OFFENSE,1
1107,01/06/2001,49,THEFT,2
1108,01/06/2001,50,OFFENSE INVOLVING CHILDREN,1
1109,01/06/2001,51,THEFT,1
1110,01/06/2001,52,SEX OFFENSE,1
1111,01/06/2001,53,THEFT,1
1112,01/06/2001,56,THEFT,1
1113,01/06/2001,57,OTHER OFFENSE,1
1114,01/06/2001,59,SEX OFFENSE,1
1115,01/06/2001,60,DECEPTIVE PRACTICE,1
1116,01/06/2001,60,THEFT,1
1117,01/06/2001,61,CRIM SEXUAL ASSAULT,1
1118,01/06/2001,61,THEFT,1
1119,01/06/2001,63,THEFT,1
1120,01/06/2001,65,THEFT,1
1121,01/06/2001,66,OFFENSE INVOLVING CHILDREN,1
1122,01/06/2001,66,OTHER OFFENSE,1
1123,01/06/2001,67,OTHER OFFENSE,1
1124,01/06/2001,67,SEX OFFENSE,1
1125,01/06/2001,67,THEFT,1
1126,01/06/2001,68,THEFT,2
1127,01/06/2001,71,CRIM SEXUAL ASSAULT,2
1128,01/06/2001,71,OTHER OFFENSE,1
1129,01/06/2001,72,THEFT,1
1130,01/06/2001,73,THEFT,1
1131,01/06/2001,74,THEFT,1
1132,01/06/2001,77,THEFT,1
1133,02/06/2001,22,HOMICIDE,1
1134,02/06/2001,22,MOTOR VEHICLE THEFT,1
1135,02/06/2001,23,NARCOTICS,1
1136,02/06/2001,24,HOMICIDE,1
1137,02/06/2001,24,MOTOR VEHICLE THEFT,1
1138,02/06/2001,43,MOTOR VEHICLE THEFT,1
1139,02/06/2001,43,THEFT,1
1140,02/06/2001,44,HOMICIDE,1
1141,02/06/2001,58,HOMICIDE,1
1142,03/06/2001,23,NARCOTICS,1
1143,03/06/2001,31,DECEPTIVE PRACTICE,1
1144,03/06/2001,35,HOMICIDE,1
1145,04/06/2001,2,THEFT,1
1146,04/06/2001,23,HOMICIDE,1
1147,04/06/2001,23,NARCOTICS,2
1148,04/06/2001,27,NARCOTICS,1
1149,04/06/2001,41,THEFT,1
1150,04/06/2001,46,BURGLARY,1
1151,04/06/2001,60,THEFT,1
1152,04/06/2001,63,DECEPTIVE PRACTICE,1
1153,04/06/2001,63,HOMICIDE,1
1154,04/06/2001,71,MOTOR VEHICLE THEFT,1
1155,05/06/2001,3,HOMICIDE,1
1156,05/06/2001,24,THEFT,1
1157,05/06/2001,27,HOMICIDE,1
1158,05/06/2001,28,MOTOR VEHICLE THEFT,1
1159,05/06/2001,49,OTHER OFFENSE,1
1160,05/06/2001,59,MOTOR VEHICLE THEFT,1
1161,05/06/2001,77,THEFT,1
1162,06/06/2001,17,THEFT,2
1163,06/06/2001,23,MOTOR VEHICLE THEFT,1
1164,06/06/2001,25,HOMICIDE,1
1165,06/06/2001,26,PROSTITUTION,1
1166,06/06/2001,27,ASSAULT,1
1167,06/06/2001,38,CRIMINAL DAMAGE,1
1168,06/06/2001,38,HOMICIDE,1
1169,06/06/2001,38,THEFT,1
1170,06/06/2001,41,THEFT,1
1171,06/06/2001,43,OFFENSE INVOLVING CHILDREN,1
1172,06/06/2001,67,THEFT,1
1173,07/06/2001,3,MOTOR VEHICLE THEFT,1
1174,07/06/2001,15,HOMICIDE,1
1175,07/06/2001,23,OTHER OFFENSE,1
1176,07/06/2001,43,MOTOR VEHICLE THEFT,1
1177,07/06/2001,77,MOTOR VEHICLE THEFT,1
1178,08/06/2001,23,ASSAULT,1
1179,08/06/2001,26,BURGLARY,1
1180,08/06/2001,68,HOMICIDE,1
1181,08/06/2001,71,DECEPTIVE PRACTICE,1
1182,08/06/2001,71,THEFT,1
1183,09/06/2001,8,THEFT,1
1184,09/06/2001,21,THEFT,1
1185,09/06/2001,26,GAMBLING,1
1186,09/06/2001,27,CRIMINAL DAMAGE,1
1187,09/06/2001,27,ROBBERY,1
1188,09/06/2001,49,CRIMINAL DAMAGE,1
1189,09/06/2001,63,HOMICIDE,1
1190,09/06/2001,66,HOMICIDE,1
1191,09/06/2001,66,OTHER OFFENSE,1
1192,09/06/2001,77,MOTOR VEHICLE THEFT,1
1193,10/06/2001,1,THEFT,1
1194,10/06/2001,25,NARCOTICS,1
1195,11/06/2001,2,DECEPTIVE PRACTICE,1
1196,11/06/2001,8,BURGLARY,1
1197,11/06/2001,19,MOTOR VEHICLE THEFT,1
1198,11/06/2001,23,HOMICIDE,1
1199,11/06/2001,27,BATTERY,1
1200,11/06/2001,44,HOMICIDE,1
1201,11/06/2001,44,MOTOR VEHICLE THEFT,1
1202,11/06/2001,46,MOTOR VEHICLE THEFT,1
1203,11/06/2001,48,NARCOTICS,1
