date,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,DOMESTIC VIOLENCE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
4117,1,63,137,59,0,7,95,18,55,0,3,2,0,0,1,1,1,50,98,0,0,0,0,4,0,53,3,0,9,0,25,1,0,228,4
4118,2,33,111,42,0,3,87,19,48,0,5,0,0,2,0,0,4,50,96,0,0,0,0,6,0,73,10,0,6,0,25,1,0,213,7
4119,2,51,149,60,0,5,114,30,29,0,1,0,0,2,0,1,0,41,127,0,0,0,1,6,0,52,9,0,5,0,26,5,0,190,13
4120,0,55,188,59,0,3,87,27,41,0,3,1,0,3,0,1,4,34,109,0,0,0,0,4,0,49,9,0,11,0,35,3,0,183,13
4121,2,64,149,61,0,2,115,28,49,0,3,0,0,4,0,0,3,46,98,0,0,0,0,3,0,46,11,0,13,0,25,4,0,208,5
4122,1,57,171,36,0,4,102,20,31,0,2,5,0,0,1,0,3,47,92,0,0,0,0,12,0,44,7,0,9,0,46,2,0,237,15
4123,2,63,202,51,0,5,117,22,33,0,1,3,0,3,1,0,4,49,87,0,0,0,0,3,0,55,3,0,7,0,23,1,1,235,6
4124,0,65,131,65,0,3,106,27,32,0,0,2,0,2,0,0,1,53,98,0,0,0,0,4,0,40,0,0,8,0,32,4,0,250,8
4125,2,60,160,68,0,3,95,26,34,0,6,1,0,2,1,2,0,45,101,0,0,0,0,3,0,51,8,0,10,0,45,2,1,227,6
4126,2,55,157,44,0,2,110,19,48,0,0,3,0,3,1,0,1,37,96,0,0,0,0,1,0,39,8,0,12,0,29,1,0,201,10
4127,3,65,177,72,0,2,105,28,35,0,0,2,0,3,0,2,0,43,91,0,0,0,0,8,0,57,2,0,7,0,46,4,1,186,22
4128,1,57,128,65,0,0,101,22,40,0,0,2,0,2,0,2,1,47,132,0,0,0,0,3,0,40,5,0,7,0,26,4,2,218,12
4129,5,53,167,37,0,3,130,11,29,0,1,0,0,4,1,1,1,44,95,0,0,0,0,8,0,33,2,0,6,0,37,1,1,199,7
4130,0,50,192,29,0,4,109,23,20,0,1,3,0,2,0,2,2,31,102,0,0,0,0,1,0,54,5,0,7,0,38,0,0,139,10
4131,1,67,178,73,0,2,82,27,34,0,2,0,0,3,1,1,0,61,89,0,0,0,0,10,0,59,2,0,4,0,29,2,0,199,9
4132,4,60,146,65,0,1,99,24,32,0,2,1,0,5,1,0,1,37,104,0,0,0,0,6,0,47,8,0,9,0,25,1,1,210,7
4133,0,61,156,83,0,1,108,35,32,0,4,0,0,6,0,2,0,32,92,0,0,0,0,3,0,46,9,0,9,0,43,3,0,216,11
4134,0,62,143,54,0,9,99,26,35,0,1,1,0,5,0,0,2,45,105,0,0,0,0,5,0,58,4,0,4,0,33,1,0,225,8
4135,0,64,154,74,0,1,110,21,34,0,1,0,0,3,2,2,3,48,108,0,0,0,0,2,0,52,4,0,4,0,37,4,0,219,15
4136,1,43,173,53,0,4,124,17,30,0,1,2,0,4,0,0,1,35,94,0,0,0,0,4,0,40,4,0,8,0,40,3,0,188,9
4137,3,38,160,42,0,4,110,24,20,0,0,2,0,7,0,1,3,36,85,0,0,0,0,8,0,39,4,0,8,0,43,3,1,152,10
4138,3,58,170,55,0,2,79,21,27,0,2,2,0,1,0,0,0,56,85,0,0,0,0,4,0,49,3,0,9,0,33,1,2,197,10
4139,0,57,164,74,0,10,94,20,83,0,1,0,0,0,0,0,0,33,108,0,0,0,0,10,0,80,7,1,6,0,39,8,0,260,7
4140,0,76,210,51,0,4,108,20,37,0,4,0,0,2,1,0,1,39,114,0,0,0,0,3,0,51,9,0,11,0,37,4,0,205,11
4141,2,66,184,60,0,4,102,26,40,0,1,4,0,6,1,0,3,50,121,0,0,0,0,3,0,36,10,0,8,0,32,4,1,200,17
4142,1,62,217,67,0,4,97,32,45,0,4,2,0,3,1,1,1,53,115,0,0,0,0,6,0,36,7,0,11,0,36,3,1,216,10
4143,1,63,193,47,0,8,99,12,33,0,2,1,0,1,0,0,3,49,107,0,1,0,0,7,0,43,3,0,9,0,40,6,1,216,5
4144,0,57,192,46,0,3,112,20,17,0,1,1,0,3,1,0,3,41,83,0,0,0,0,5,0,35,0,0,16,0,38,2,0,158,8
4145,1,76,150,71,0,3,88,25,38,0,1,1,0,5,1,1,0,54,102,0,1,0,0,8,0,49,2,0,7,0,52,2,1,222,11
4146,0,78,173,63,0,2,109,32,29,0,3,2,0,4,0,1,0,48,126,0,0,0,0,8,0,47,8,0,5,0,52,2,0,224,8
4147,3,67,179,62,0,6,80,22,37,0,2,1,0,1,0,0,2,52,116,0,0,0,0,3,0,54,13,0,4,0,44,4,0,211,14
4148,1,55,141,66,0,3,81,21,38,0,4,3,0,7,3,0,0,42,111,0,0,0,0,9,0,54,3,0,10,0,40,5,1,209,9
4149,0,69,178,75,0,3,97,19,37,0,3,1,0,7,2,1,1,43,121,0,0,0,0,7,0,58,5,0,12,0,41,3,0,207,8
4150,2,47,184,45,0,1,118,30,30,0,0,3,0,6,0,1,2,29,113,0,0,0,0,6,0,45,3,0,6,0,50,3,0,201,7
4151,1,57,170,43,0,6,100,18,22,0,2,3,0,3,1,0,0,31,93,0,0,0,0,3,0,36,3,0,8,0,43,2,1,168,5
4152,0,63,209,67,0,1,117,33,37,0,3,1,0,6,0,0,0,64,93,0,0,0,0,3,0,50,6,0,18,0,44,3,0,182,4
4153,1,71,189,74,0,3,90,24,39,0,1,1,0,2,0,0,0,43,121,0,0,0,0,7,0,65,3,0,20,0,40,4,1,230,10
4154,0,51,166,65,0,3,105,24,28,0,0,0,0,2,1,3,1,50,117,0,0,0,0,7,0,43,3,0,13,0,37,2,0,215,11
4155,1,65,174,61,0,2,108,22,26,0,4,1,0,5,1,0,3,52,100,0,0,0,1,2,0,59,0,0,13,0,31,4,0,210,9
4156,1,62,205,69,0,2,131,18,25,0,3,2,0,4,0,1,1,44,49,0,0,0,0,11,0,62,0,0,15,0,32,6,0,225,9
4157,1,50,225,63,0,5,126,11,32,0,2,2,0,4,1,1,2,43,73,0,0,0,0,8,0,57,1,0,11,0,30,4,0,169,9
4158,3,49,254,52,0,9,118,24,24,0,1,2,0,1,1,1,0,44,45,0,0,0,0,7,0,51,0,0,23,0,32,1,0,198,16
4159,2,61,145,50,0,6,96,23,54,0,0,2,0,3,0,0,1,65,64,0,0,0,0,7,0,47,2,0,7,0,41,2,0,200,8
4160,2,71,166,78,0,3,110,28,32,0,3,3,0,6,0,1,1,37,76,0,0,0,0,5,0,51,2,1,7,0,44,3,0,209,11
4161,4,80,202,70,0,5,97,19,55,0,5,0,0,1,0,1,2,52,116,0,0,0,0,5,0,56,1,0,10,0,54,2,3,216,16
4162,2,54,180,61,0,2,116,30,36,0,1,0,0,2,1,0,0,52,97,0,0,0,2,4,0,45,9,0,6,0,48,1,0,256,18
4163,1,61,187,59,0,7,116,23,49,0,4,3,0,1,0,2,1,60,122,0,0,0,0,6,0,45,5,0,11,0,53,4,1,247,15
4164,2,58,199,48,0,5,94,23,18,0,3,1,0,4,0,1,2,49,80,0,0,0,0,6,0,40,2,0,9,0,39,6,0,213,8
4165,1,67,235,53,0,2,125,19,18,0,0,2,0,5,0,0,3,41,77,0,0,0,0,4,0,38,1,0,3,0,33,2,0,184,14
4166,2,52,252,62,0,1,143,24,23,0,1,6,0,3,0,0,1,49,102,0,0,0,0,11,0,48,2,0,16,0,40,5,0,174,13
4167,3,81,214,81,0,7,117,20,39,0,2,1,0,1,0,2,1,56,115,0,0,0,0,5,0,57,9,0,8,0,44,4,1,216,10
4168,2,58,191,67,0,4,98,18,35,0,3,0,0,5,0,0,1,54,99,0,0,0,0,4,0,45,7,0,10,0,46,2,1,222,13
4169,2,45,112,74,0,6,79,26,29,0,1,1,0,3,1,2,1,47,92,0,0,0,0,5,0,47,9,0,4,0,35,1,0,200,7
4170,2,61,157,86,0,10,137,10,92,0,2,0,0,6,0,1,0,50,110,0,0,0,0,30,0,63,2,0,8,0,56,12,1,313,9
4171,2,58,211,66,0,3,95,16,24,0,3,3,0,1,0,1,1,50,91,0,0,0,0,7,0,40,3,0,4,0,47,3,1,207,7
4172,0,63,225,55,0,3,117,15,21,0,6,0,0,5,0,0,0,44,100,0,0,0,0,6,0,49,2,0,7,0,47,1,0,212,13
4173,0,60,187,63,0,1,97,20,31,0,4,1,0,3,0,0,2,46,139,0,0,0,0,2,0,47,3,0,7,0,40,2,0,215,10
4174,0,66,160,73,0,4,89,27,46,0,6,1,0,4,0,0,2,28,122,0,0,0,0,1,0,54,5,1,7,0,46,6,3,185,14
4175,0,79,178,73,0,2,107,24,40,0,2,1,0,2,0,0,0,55,106,0,0,0,0,7,0,54,5,0,11,0,36,4,0,224,14
4176,3,55,189,69,0,4,94,30,35,0,4,0,0,2,0,0,5,50,95,0,0,0,0,6,0,57,21,0,11,0,38,1,0,213,8
4177,1,70,189,88,0,6,124,18,40,0,8,2,0,4,1,2,11,60,128,0,0,0,0,7,0,42,5,0,14,0,28,2,0,251,13
4178,2,74,241,48,0,7,134,22,28,0,1,2,0,7,0,2,1,53,64,0,0,0,0,7,0,34,1,0,19,0,59,3,0,231,9
4179,2,74,242,62,0,7,131,22,20,0,3,2,0,5,0,1,0,35,84,0,0,0,0,6,0,51,4,0,11,0,42,4,0,193,7
4180,2,75,198,77,0,4,121,26,27,0,1,5,0,6,1,2,0,52,85,0,0,0,0,3,0,58,0,0,10,0,46,4,1,244,18
4181,2,73,184,73,0,6,101,35,45,0,8,1,0,9,0,1,1,65,89,0,0,0,0,5,0,62,10,0,9,0,41,2,0,251,15
4182,2,56,193,78,0,6,117,30,29,0,6,5,0,4,2,1,0,38,123,0,0,0,0,9,0,59,6,0,7,0,53,3,1,237,11
4183,1,60,155,84,0,3,128,16,35,0,2,0,0,2,0,0,5,45,89,0,0,0,0,4,0,55,7,0,10,0,30,6,0,223,19
4184,1,64,190,77,0,1,132,21,48,0,4,0,0,3,0,1,1,60,76,0,0,0,0,14,0,57,3,0,3,0,39,8,0,268,10
4185,2,60,245,52,0,6,141,19,33,0,1,1,0,7,0,0,3,48,73,0,0,0,0,2,0,40,7,0,15,0,43,5,2,245,12
4186,0,63,239,65,0,5,104,16,19,0,2,5,0,2,0,2,1,37,85,0,0,0,0,13,0,40,1,0,7,0,43,2,0,189,6
4187,1,79,210,62,0,2,147,22,33,0,1,2,0,6,0,0,3,48,107,0,0,0,0,6,0,50,5,0,9,0,32,6,1,217,18
4188,0,46,165,74,0,1,111,22,45,0,6,2,0,5,0,2,2,44,106,0,0,0,0,8,0,48,5,0,8,0,46,5,0,246,7
4189,1,65,201,78,0,2,108,29,35,0,2,1,0,3,0,2,1,46,103,0,0,0,0,8,0,75,7,0,9,0,45,2,2,258,15
4190,2,63,185,53,0,3,129,22,37,0,4,1,0,5,0,0,2,39,109,0,0,0,0,7,0,52,16,0,9,0,52,4,1,252,9
4191,1,59,185,82,0,4,120,30,50,0,5,1,0,10,0,0,1,55,123,0,0,0,0,7,0,43,18,0,7,0,46,3,0,261,9
4192,3,55,258,56,0,6,150,20,37,0,1,0,0,5,0,0,0,55,104,0,0,0,0,2,0,42,27,0,6,0,47,2,0,239,13
4193,5,74,264,62,0,7,116,21,28,0,3,4,0,3,1,0,1,44,82,0,0,0,0,8,0,41,6,0,12,0,56,3,0,226,10
4194,0,56,159,60,0,3,93,24,37,0,1,0,0,5,1,0,3,57,106,0,0,0,0,7,0,56,0,0,6,0,39,3,2,234,13
4195,1,48,145,61,0,1,89,21,40,0,8,2,0,3,1,0,2,60,115,0,0,0,0,4,0,49,10,0,9,0,40,3,0,237,8
4196,3,69,146,80,0,4,131,19,41,0,3,2,0,5,0,1,1,57,123,0,0,0,0,4,0,49,11,0,7,0,36,1,0,247,7
4197,0,48,139,75,0,3,107,17,40,0,1,0,0,4,0,0,0,47,101,0,0,0,0,4,0,52,7,0,4,0,35,2,0,242,11
4198,1,55,173,65,0,9,109,18,39,0,6,0,0,1,0,1,1,64,117,0,0,0,0,7,0,42,6,0,7,0,37,4,1,276,6
4199,4,68,192,66,0,7,123,26,31,0,3,5,0,4,0,1,1,37,106,0,0,0,0,6,0,33,7,0,5,0,37,5,0,235,9
4200,3,63,238,76,0,9,128,19,58,0,5,4,0,4,1,0,0,45,121,0,0,0,0,13,0,54,0,0,5,0,41,7,0,280,15
4201,1,66,168,80,0,5,93,27,48,0,4,2,0,8,1,0,0,53,103,0,0,0,0,10,0,60,4,0,8,0,39,5,0,263,8
4202,2,61,173,75,0,2,104,24,42,0,4,2,0,1,0,1,1,47,120,0,0,0,0,8,0,51,11,0,12,0,44,4,0,261,10
4203,0,68,249,66,0,7,138,16,19,0,2,3,0,7,1,5,0,37,108,0,0,0,0,9,0,48,5,0,2,0,28,1,0,215,11
4204,1,67,246,52,0,3,114,29,36,0,4,4,0,4,0,3,1,37,88,0,0,0,0,5,0,49,8,0,3,0,47,2,1,199,7
4205,2,68,166,80,0,5,117,35,47,0,2,1,0,5,1,1,0,52,105,0,1,0,0,10,0,59,10,0,6,0,23,4,1,217,9
4206,1,49,231,80,0,4,105,27,34,0,2,0,0,1,0,0,1,46,118,0,0,0,0,9,0,40,9,0,8,0,38,6,0,240,13
4207,1,74,248,54,0,6,124,21,36,0,1,0,0,3,0,1,3,47,118,0,0,0,0,12,0,60,2,0,15,0,55,2,0,197,12
4208,2,75,199,70,0,3,115,19,44,0,3,0,0,5,1,2,0,52,118,0,0,0,0,5,0,37,2,0,9,0,45,4,0,239,16
4209,2,64,181,75,0,5,104,24,42,0,3,2,0,2,1,0,0,45,133,0,0,0,0,10,0,56,11,0,11,0,49,4,0,215,15
4210,2,58,189,76,0,5,115,25,34,0,3,3,0,6,1,0,3,40,121,0,0,0,0,4,0,46,10,1,6,0,37,4,1,232,8
4211,0,65,165,73,0,4,114,25,34,0,4,1,0,2,1,0,1,50,106,0,0,0,0,1,0,51,17,0,6,0,36,2,0,268,13
4212,0,55,179,85,0,1,131,26,35,0,4,1,0,2,0,0,2,55,118,0,0,0,0,10,0,53,10,1,10,0,42,3,0,250,11
4213,2,82,218,69,0,3,98,22,30,0,5,3,0,8,1,0,6,33,90,0,0,0,0,11,0,48,11,1,9,0,38,4,0,247,15
4214,2,59,252,77,0,5,124,22,20,0,3,0,0,2,1,0,1,51,109,0,0,0,0,8,0,68,3,0,11,0,51,3,1,242,10
4215,0,51,160,80,0,9,115,31,51,0,1,2,0,9,0,0,1,36,92,0,0,0,0,4,0,42,1,0,10,0,43,2,2,233,13
4216,1,67,197,54,0,4,108,23,34,0,0,1,0,6,1,0,1,44,111,0,0,0,0,1,0,51,7,0,9,0,35,1,1,236,11
4217,1,55,168,77,0,6,97,34,41,0,3,0,0,3,0,3,1,46,98,0,0,0,0,5,0,45,14,0,9,0,33,3,0,227,7
4218,1,48,147,84,0,2,89,19,29,0,3,2,0,3,0,0,2,45,97,0,1,0,0,8,0,53,9,0,5,0,43,4,0,222,4
4219,3,50,190,97,0,6,114,25,49,0,1,0,0,4,1,1,0,47,103,0,0,0,0,10,0,39,4,0,15,0,48,4,0,249,12
4220,1,63,225,81,0,3,108,28,32,0,2,3,0,7,0,0,3,50,103,0,1,0,0,2,0,46,4,0,12,0,48,0,1,225,17
4221,0,64,223,68,0,2,122,20,26,0,4,0,0,5,0,0,2,33,99,0,0,0,0,2,0,41,4,0,9,0,41,2,0,209,9
4222,0,57,171,75,0,2,100,26,37,0,2,2,0,4,1,1,0,42,83,0,0,0,0,8,0,41,2,1,15,0,53,3,3,248,11
4223,0,54,165,76,0,8,100,27,37,0,4,2,0,0,1,1,2,52,111,0,0,0,0,6,0,39,3,0,4,0,40,2,2,222,9
4224,2,74,163,70,0,3,97,31,39,0,3,1,0,4,1,0,1,46,99,0,0,0,0,4,0,55,18,0,8,0,38,2,2,235,16
4225,2,63,158,76,0,9,106,21,29,0,4,6,0,3,0,0,1,57,91,0,0,0,0,1,0,47,9,0,6,0,47,6,0,222,11
4226,2,54,151,77,0,2,114,20,36,0,8,1,0,4,0,1,6,48,106,0,0,0,0,11,0,51,5,0,9,0,55,2,0,259,18
4227,4,59,203,79,0,11,124,30,34,0,3,1,0,3,0,0,0,36,73,0,0,0,0,5,0,45,4,0,9,0,50,6,1,250,14
4228,3,73,228,54,0,10,116,23,21,0,4,1,0,2,1,0,1,37,97,0,0,0,0,7,0,37,4,0,7,0,54,3,1,221,10
4229,2,60,187,74,0,5,100,30,39,0,8,1,0,3,0,0,1,53,82,0,0,0,0,4,0,61,2,0,11,0,50,1,1,214,10
4230,5,63,133,66,0,5,90,23,35,0,4,1,0,2,1,1,1,60,101,0,0,0,0,1,0,42,6,1,9,0,41,1,0,226,15
4231,2,71,169,70,0,12,88,30,77,0,6,2,0,0,0,0,0,52,84,0,0,0,0,16,0,65,8,0,14,0,24,10,0,293,12
4232,2,70,175,68,0,4,112,21,41,0,5,4,0,3,0,0,3,48,117,0,0,0,0,3,0,49,5,0,8,0,46,0,2,216,17
4233,1,63,186,70,0,2,114,18,47,0,2,1,0,3,1,0,4,51,113,0,0,0,0,7,0,56,8,0,9,0,36,3,2,254,10
4234,2,58,235,62,0,6,111,22,36,0,5,1,0,7,0,1,2,39,75,0,0,0,0,2,1,43,5,0,10,0,30,3,0,236,8
4235,2,60,221,60,0,6,104,15,27,0,7,3,0,4,0,1,4,38,72,0,0,0,0,7,1,41,1,0,11,0,38,4,0,222,11
4236,2,62,164,73,0,3,101,24,46,0,7,2,0,2,0,0,2,32,79,0,0,0,0,6,0,51,0,0,7,0,54,1,0,233,11
4237,3,63,159,74,0,2,106,25,40,0,1,0,0,0,0,1,0,44,69,0,0,0,0,5,0,44,10,0,3,0,48,2,0,245,8
4238,0,63,161,66,0,0,106,27,36,0,4,2,0,8,0,0,1,39,79,0,0,0,0,6,0,48,11,0,10,0,48,6,0,236,16
4239,3,48,138,78,0,2,87,35,44,0,3,5,0,8,1,0,2,53,77,0,0,0,0,4,0,49,17,0,8,0,36,3,0,221,14
4240,1,49,151,75,0,6,105,30,35,0,2,0,0,3,0,0,0,40,66,0,0,0,0,5,0,48,6,0,9,0,38,4,0,229,12
4241,2,70,207,81,0,2,123,25,21,0,1,0,0,6,0,1,1,39,72,0,0,0,0,3,0,38,2,0,9,0,39,2,1,239,9
4242,2,56,198,57,0,5,105,22,30,0,6,0,0,5,0,0,1,50,91,0,0,0,0,7,0,47,4,0,5,0,32,2,0,208,11
4243,1,53,124,62,0,5,93,20,53,0,2,3,0,3,0,0,0,39,75,0,0,0,0,6,0,44,0,0,4,0,31,4,0,233,13
4244,1,58,148,66,0,6,102,39,45,0,5,1,0,10,1,0,0,44,79,0,0,0,0,3,0,62,10,0,3,0,43,4,1,218,12
4245,3,69,172,76,0,2,96,17,65,0,3,4,0,4,1,0,1,60,84,0,0,0,0,4,0,49,12,0,12,0,40,1,0,273,14
4246,1,58,147,76,0,2,100,24,35,0,3,1,0,3,0,2,0,43,83,0,0,0,0,7,0,56,14,0,10,0,38,2,0,220,12
4247,1,60,158,79,0,0,103,33,48,0,7,1,0,7,1,5,1,45,73,0,0,0,0,9,0,38,8,0,7,0,41,0,1,227,10
4248,4,62,207,60,0,5,117,16,29,0,3,5,0,6,0,1,1,46,58,0,0,0,0,8,0,58,3,0,11,0,41,1,0,229,15
4249,1,52,214,51,0,6,103,29,21,0,4,1,0,5,0,2,3,36,83,0,0,0,0,5,0,53,4,0,10,0,45,0,0,200,12
4250,0,51,153,78,0,3,83,22,40,0,4,0,0,4,1,1,0,47,84,0,0,0,1,4,0,50,1,0,4,0,45,1,0,209,7
4251,3,54,145,76,0,2,94,21,34,0,4,3,0,2,0,1,2,46,76,0,0,0,0,6,0,39,11,0,11,0,48,3,0,229,11
4252,0,66,134,72,0,2,70,29,41,0,3,2,0,3,0,0,2,39,87,0,0,0,1,4,0,50,8,0,11,0,28,3,3,215,17
4253,2,69,159,92,0,4,95,29,49,0,8,0,0,5,0,0,3,42,135,0,0,0,0,9,0,43,3,0,5,0,44,3,1,215,16
4254,2,57,179,84,0,8,97,18,39,0,3,3,0,6,0,1,3,45,127,0,0,0,0,8,0,48,4,1,11,0,39,2,1,232,14
4255,2,61,241,66,0,7,119,30,32,0,7,4,0,4,0,2,3,41,112,0,1,0,0,3,0,42,2,0,14,0,43,3,0,221,20
4256,2,49,226,55,0,5,106,20,18,0,0,2,0,1,1,0,0,42,70,0,0,0,0,7,0,41,3,0,5,0,53,4,1,182,12
4257,3,65,158,68,0,6,86,21,37,0,4,0,0,6,2,1,0,39,91,0,0,0,0,5,0,47,1,0,3,0,38,1,1,207,12
4258,2,79,175,78,0,6,80,29,35,0,3,3,0,2,1,0,0,36,96,0,0,0,0,4,0,36,16,0,8,0,43,4,0,208,9
4259,2,60,139,83,0,3,98,30,41,0,6,1,0,5,1,0,0,39,77,0,0,0,0,5,0,46,9,0,8,0,50,2,0,242,8
4260,1,71,169,91,0,4,76,27,31,0,7,1,0,3,0,0,3,40,81,0,0,0,0,5,0,49,4,0,9,0,33,2,1,211,10
4261,3,63,164,74,0,5,112,23,47,0,2,1,0,2,0,1,3,52,98,0,0,0,0,8,0,39,8,0,12,0,60,2,0,224,11
4262,0,64,213,60,0,13,132,22,70,0,3,0,0,5,0,1,5,40,86,0,0,0,0,14,0,78,9,0,12,0,40,12,2,279,17
4263,2,56,200,49,0,4,109,17,16,0,2,3,0,5,0,0,0,33,92,0,0,0,1,6,0,42,4,0,12,0,31,3,0,201,7
4264,5,46,203,44,0,3,88,28,20,0,5,0,0,2,2,1,0,53,79,0,0,0,0,3,1,48,3,0,13,0,45,4,0,181,13
4265,2,58,142,73,0,1,88,17,35,0,7,3,0,3,1,2,0,38,88,0,0,0,0,4,0,41,14,0,8,0,49,3,0,233,3
4266,0,48,150,62,0,0,74,29,31,0,3,2,0,4,0,1,4,39,89,0,0,0,1,7,0,50,14,0,5,0,36,0,1,197,14
4267,2,70,161,74,0,3,87,29,42,0,0,1,0,5,0,0,0,32,153,0,0,0,0,3,0,48,9,0,14,0,40,3,1,216,24
4268,0,50,162,76,0,2,94,31,37,0,2,0,0,0,0,2,1,47,89,0,0,0,0,3,0,62,4,0,8,0,32,4,0,236,18
4269,1,48,183,61,0,9,106,21,36,0,3,2,0,3,0,0,1,57,77,0,0,0,0,4,0,49,4,0,9,0,41,3,0,248,19
4270,1,56,192,48,0,2,89,17,26,0,3,0,0,3,0,1,2,46,76,0,0,0,1,4,0,51,2,0,23,0,39,7,0,211,10
4271,1,37,153,67,0,4,87,23,36,0,2,0,0,3,0,2,0,53,85,0,0,0,0,1,0,49,0,0,5,0,42,3,0,213,11
4272,1,58,152,75,0,2,80,22,41,0,5,0,0,3,0,0,0,40,94,0,0,0,0,4,0,43,8,0,8,0,32,1,1,226,17
4273,2,67,137,67,0,5,96,31,53,0,1,1,0,3,1,1,3,45,95,0,0,0,0,6,0,48,7,0,5,0,37,8,0,203,14
4274,2,41,129,63,0,2,104,25,46,0,2,2,0,3,0,0,2,47,69,0,0,0,0,4,0,36,8,0,7,0,41,0,1,220,14
4275,0,72,153,66,0,2,98,22,59,0,1,1,0,6,0,3,4,59,89,0,0,0,0,7,0,49,5,0,12,0,33,1,0,241,14
4276,5,73,202,74,0,6,114,13,38,0,1,3,0,1,0,1,5,41,76,0,0,0,0,8,0,45,7,0,9,0,28,1,0,254,7
4277,2,51,187,59,0,3,116,20,22,0,2,1,0,6,1,0,2,51,60,0,0,0,0,7,0,32,1,1,10,0,51,1,0,201,10
4278,1,54,134,69,0,3,108,19,50,0,1,2,0,3,0,1,1,40,81,0,0,0,0,4,0,46,1,0,6,0,42,5,0,220,10
4279,0,48,119,65,0,4,79,21,45,0,2,1,0,2,1,0,2,25,92,0,0,0,0,5,0,41,7,1,7,0,33,1,0,217,13
4280,2,50,135,79,0,3,85,30,42,0,4,1,0,3,1,1,0,46,97,0,0,0,0,8,0,44,4,0,10,0,43,2,1,204,19
4281,3,51,149,80,0,4,99,17,26,0,2,1,0,2,0,2,2,42,92,0,0,0,0,5,0,46,4,0,6,0,28,6,0,236,17
4282,1,51,129,78,0,4,97,30,44,0,1,1,0,2,2,1,2,55,98,0,0,0,0,9,0,51,8,0,11,0,43,2,1,264,13
4283,2,48,135,53,0,5,115,26,40,0,1,4,0,5,0,0,3,58,82,0,0,0,0,3,0,29,6,0,11,0,30,2,1,205,7
4284,1,57,169,51,0,1,96,22,16,0,3,0,0,7,0,0,3,34,85,0,0,0,0,1,0,35,6,0,4,0,30,1,0,189,16
4285,0,59,131,77,0,2,101,29,41,0,6,3,0,7,2,0,2,35,73,0,0,0,0,4,0,36,2,0,7,0,36,0,0,200,16
4286,0,64,158,76,0,4,103,25,33,0,4,5,0,2,1,0,4,46,83,0,0,0,0,4,0,41,5,0,14,0,54,2,1,178,15
4287,2,64,143,70,0,4,78,24,47,0,6,2,0,2,1,0,2,48,104,0,0,1,0,1,0,54,12,0,5,0,43,2,0,203,16
4288,2,50,125,82,0,2,74,21,32,0,2,0,0,3,2,4,2,34,85,0,0,0,0,4,0,38,4,0,10,0,31,3,0,215,13
4289,2,54,146,86,0,3,123,26,37,0,5,4,0,2,0,0,0,46,84,0,0,0,0,11,0,39,10,0,11,0,41,4,0,238,11
4290,1,47,192,60,0,3,129,22,20,0,4,0,0,2,1,1,4,43,85,0,0,0,0,5,0,39,3,0,11,0,51,4,2,227,14
4291,0,43,177,48,0,4,107,24,30,0,3,1,0,4,2,0,1,33,73,0,0,0,0,8,0,27,3,0,12,0,46,1,1,205,16
4292,4,60,138,80,0,8,73,29,91,0,6,1,0,3,1,1,0,43,87,0,0,0,1,10,0,59,2,0,10,0,36,5,2,290,11
4293,2,88,162,70,0,3,93,17,47,0,2,0,0,5,1,1,0,32,97,0,0,0,0,9,0,44,9,0,6,0,29,3,2,172,12
4294,0,60,134,75,0,3,80,25,60,0,2,0,0,4,0,1,2,36,95,0,0,0,0,4,0,48,6,0,14,0,43,2,0,217,8
4295,1,59,163,67,0,2,77,18,41,0,4,0,0,3,1,0,0,42,84,0,0,0,0,10,0,40,8,2,9,0,32,2,1,213,1
4296,0,43,135,67,0,3,98,32,43,0,1,1,0,1,0,0,1,48,87,0,0,0,0,5,0,54,9,0,9,0,36,3,1,226,11
4297,4,44,142,56,0,3,107,19,30,0,0,1,0,2,0,2,1,40,80,0,0,0,0,7,0,33,3,0,3,0,41,3,0,175,11
4298,0,57,145,38,0,5,99,17,25,0,1,0,0,2,0,0,1,35,67,0,0,0,0,4,0,43,4,0,4,0,36,1,0,175,9
4299,1,52,140,66,0,4,101,26,29,0,0,1,0,2,1,2,1,38,85,0,0,0,0,8,0,62,2,0,6,0,48,3,1,209,13
4300,2,62,138,85,0,4,107,18,34,0,1,2,0,1,0,1,0,45,91,0,0,0,0,9,0,32,8,0,8,0,44,1,0,188,11
4301,2,74,157,80,0,5,86,23,54,0,0,1,0,6,1,0,1,43,86,0,0,0,0,6,1,50,11,0,11,0,45,3,0,208,8
