date,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,DOMESTIC VIOLENCE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
821,3,113,245,75,0,7,203,44,66,0,2,3,0,3,3,1,4,66,131,0,0,0,0,26,0,165,13,0,11,0,46,13,0,359,9
822,2,97,302,65,0,5,166,55,34,0,3,2,0,1,1,1,3,49,141,0,0,0,0,11,0,86,16,0,6,0,40,8,2,250,10
823,1,91,233,76,0,7,155,48,39,0,3,1,0,2,1,2,1,60,156,0,0,0,0,6,0,83,15,0,8,0,34,7,1,242,18
824,3,81,241,74,0,7,167,36,40,0,1,1,0,0,1,1,5,70,88,0,0,0,0,7,0,88,7,0,11,0,43,2,0,262,12
825,0,57,234,65,0,5,157,28,28,0,5,1,0,3,1,1,0,76,50,0,0,0,0,5,0,78,5,0,7,0,39,3,0,259,6
826,2,60,215,50,0,0,149,37,17,0,2,2,0,2,2,2,2,63,170,0,0,0,0,2,0,75,13,0,5,0,42,1,0,226,7
827,2,58,189,74,0,2,113,42,36,0,4,0,0,1,0,2,7,52,159,0,0,0,0,7,0,83,9,0,7,0,44,3,2,252,14
828,2,72,205,72,0,7,135,46,31,0,0,1,0,3,0,2,1,72,175,0,0,0,0,6,0,98,21,0,4,0,44,6,0,261,9
829,2,92,250,71,0,5,150,54,40,0,2,1,0,0,1,1,3,66,172,0,0,0,0,7,0,93,25,0,5,0,35,5,0,275,13
830,2,100,298,70,0,5,196,39,35,0,3,1,0,5,1,0,4,62,151,0,0,0,0,5,0,126,19,0,11,0,33,5,1,269,13
831,3,76,225,60,0,6,192,44,33,0,5,1,0,1,0,6,7,58,166,0,0,0,1,8,0,96,19,0,3,0,42,9,1,266,8
832,5,62,266,54,0,3,212,31,32,0,6,3,0,1,1,1,7,77,187,0,0,0,0,2,0,87,18,0,1,0,55,3,1,255,14
833,4,83,282,57,0,1,210,37,16,0,2,0,0,1,1,2,6,56,151,0,0,0,0,6,0,63,12,0,5,0,53,4,0,214,8
834,1,71,261,77,0,5,172,40,38,0,6,0,0,1,2,0,8,69,136,0,0,0,0,8,0,83,16,0,11,0,41,7,2,283,12
835,3,93,335,56,0,6,189,36,49,0,4,1,0,0,1,0,4,63,121,0,0,0,0,10,0,68,19,0,9,0,44,4,1,312,13
836,0,83,252,70,0,0,161,48,44,0,1,3,0,0,2,4,6,63,178,0,0,0,0,7,0,94,25,0,4,0,46,7,0,255,14
837,1,66,195,46,0,2,191,41,46,0,1,5,0,3,0,1,1,60,147,0,0,0,1,4,0,90,22,0,5,0,31,2,2,236,4
838,3,63,209,77,0,4,193,47,46,0,4,1,0,0,0,5,4,88,147,0,0,0,0,6,0,94,12,0,7,0,49,3,1,270,10
839,5,66,319,51,0,6,211,53,31,0,1,6,0,0,1,3,4,59,126,0,0,0,0,4,0,77,35,0,6,0,58,1,0,232,8
840,2,81,271,76,0,5,172,35,22,0,2,2,0,2,1,4,2,56,94,0,0,0,0,11,0,101,6,0,7,0,39,2,1,230,13
841,0,79,218,80,0,3,133,39,51,0,5,2,0,1,1,2,3,80,162,0,0,0,0,8,0,95,9,0,6,0,46,6,1,229,14
842,2,85,204,85,0,3,161,33,46,0,2,0,0,1,0,3,2,61,155,0,0,0,0,5,0,98,23,0,9,0,48,9,0,271,8
843,9,88,235,80,0,2,184,42,42,0,2,1,0,0,0,4,4,64,166,0,0,0,0,6,0,74,17,0,4,0,37,6,1,291,17
844,4,100,259,62,0,2,171,37,41,0,4,7,0,1,2,0,5,60,156,0,0,0,0,7,0,98,17,0,5,0,52,6,0,240,13
845,3,80,274,92,0,5,206,39,52,0,8,2,0,2,1,2,9,64,118,0,0,0,0,8,0,102,11,0,4,0,48,7,0,286,12
846,2,80,302,67,0,3,189,28,29,0,1,6,0,0,0,2,1,58,123,0,0,0,0,5,0,100,11,0,6,0,42,6,1,252,15
847,1,94,331,56,0,7,199,28,27,0,3,1,0,3,0,0,6,63,102,0,0,0,0,10,0,71,13,0,5,0,45,7,1,194,13
848,1,103,314,81,0,0,207,45,51,0,3,1,0,1,4,1,5,62,122,0,0,0,0,5,0,96,10,0,4,0,42,3,1,274,10
849,1,84,245,58,0,5,144,45,51,0,3,1,0,1,1,3,1,47,214,0,0,0,0,8,0,105,29,0,6,0,41,6,1,255,8
850,4,92,246,58,0,3,146,39,44,0,3,1,0,0,2,1,4,51,147,0,0,0,0,5,0,88,21,0,3,0,37,5,1,294,10
851,2,63,223,56,0,9,131,30,71,0,2,1,0,0,0,0,3,64,104,0,0,0,0,31,0,130,13,0,6,0,50,17,3,334,9
852,2,85,292,61,0,0,173,30,41,0,3,1,0,2,0,2,2,52,178,0,0,0,0,4,0,81,10,0,7,0,50,4,0,271,9
853,2,87,218,50,0,7,140,33,40,0,5,0,0,0,0,7,2,60,125,0,0,0,1,1,0,79,12,0,8,0,63,5,0,224,11
854,2,75,254,46,0,6,172,26,21,0,2,2,0,0,0,1,5,69,72,0,0,0,0,5,0,63,4,0,9,0,48,4,0,217,5
855,3,103,271,76,0,6,174,50,40,0,6,0,0,1,0,3,3,67,144,0,0,0,0,6,0,102,13,0,9,0,37,8,1,276,17
856,5,106,303,63,0,2,147,45,42,0,7,1,0,4,2,3,3,41,149,0,0,0,0,9,0,90,24,0,7,0,31,3,1,286,14
857,3,103,257,63,0,2,153,50,30,0,2,3,0,3,0,4,5,55,187,0,0,0,0,9,0,109,23,0,12,0,43,7,0,293,16
858,4,101,261,63,0,3,145,44,33,0,4,3,0,0,4,1,6,55,155,0,0,0,0,10,0,84,23,0,3,0,29,3,0,246,12
859,6,91,289,61,0,3,153,32,53,0,6,0,0,0,2,3,5,62,138,0,0,0,0,10,0,83,34,0,13,0,54,7,0,269,15
860,2,102,311,58,0,5,176,38,27,0,3,2,0,1,2,3,0,63,157,0,0,0,0,8,0,84,14,0,3,0,45,3,0,229,5
861,2,50,243,57,0,8,165,31,14,0,3,2,0,1,0,0,2,66,115,0,0,0,0,13,0,63,13,0,4,0,37,7,0,211,5
862,7,105,254,70,0,3,174,33,45,0,6,1,0,1,0,5,6,59,149,0,0,0,0,7,0,86,9,0,10,0,56,5,0,250,11
863,1,110,299,68,0,6,148,38,43,0,4,3,0,1,1,2,4,70,129,0,0,0,0,6,0,76,22,0,7,0,39,9,2,249,13
864,1,84,251,73,0,6,151,47,40,0,3,1,0,1,4,2,3,61,144,0,0,0,0,4,0,73,18,0,7,0,54,5,0,242,16
865,1,100,277,63,0,4,143,45,46,0,5,1,0,1,0,0,4,63,165,0,0,0,0,10,0,112,20,0,12,0,44,6,0,296,17
866,2,118,280,81,0,5,161,37,51,0,4,4,0,2,1,5,2,69,206,0,0,0,0,12,0,80,21,0,11,0,58,12,0,270,15
867,3,103,275,87,0,4,183,43,25,0,2,2,0,1,0,5,8,70,132,0,0,0,0,14,0,59,16,0,5,0,49,1,0,253,5
868,5,83,275,49,0,4,176,33,19,0,4,4,0,0,2,3,4,60,130,0,0,0,0,4,0,68,9,0,10,0,50,0,0,217,8
869,5,92,274,58,0,4,156,38,35,0,8,1,0,1,2,4,3,76,163,0,0,0,0,6,0,86,8,0,6,0,49,7,2,291,14
870,3,102,274,94,0,9,140,37,47,0,3,8,0,2,1,0,2,65,130,0,0,0,0,6,0,91,23,0,9,0,37,5,0,289,15
871,3,97,257,71,0,1,143,51,46,0,4,1,0,1,1,1,3,42,151,0,0,0,0,15,0,72,17,0,11,0,38,5,2,293,11
872,5,95,265,86,0,5,146,36,47,0,7,3,0,1,0,3,5,49,147,0,0,0,0,6,0,77,24,0,7,0,55,4,2,252,13
873,2,92,252,73,0,6,163,44,42,0,3,1,0,1,3,7,6,85,141,0,0,0,0,11,0,80,13,0,6,0,46,8,1,289,11
874,3,89,277,71,0,4,153,34,34,0,0,3,0,1,0,5,6,62,149,0,0,0,0,7,0,96,13,0,10,0,53,4,0,260,12
875,6,68,314,66,0,5,153,35,19,0,4,3,0,1,1,3,3,67,128,0,0,0,0,10,0,81,13,0,8,0,56,4,0,225,11
876,1,95,292,47,0,5,154,26,16,0,4,1,0,1,2,2,4,51,106,0,0,0,0,7,0,73,7,0,7,0,46,3,1,212,9
877,2,109,247,78,0,2,170,41,45,0,2,1,0,1,2,3,6,69,130,0,0,0,0,10,0,74,18,0,7,0,51,10,2,296,17
878,2,100,216,68,0,2,116,47,43,0,1,0,0,0,0,4,3,62,167,0,0,0,0,6,0,70,31,0,12,0,43,7,0,263,16
879,3,85,242,69,0,5,169,49,35,0,3,1,0,2,2,1,4,54,131,0,0,0,0,6,0,84,17,0,7,0,38,5,0,277,14
880,3,90,268,90,0,6,177,49,47,0,6,1,0,1,2,1,6,68,136,0,0,0,0,9,0,82,21,0,6,0,65,5,1,276,7
881,3,68,241,73,0,8,169,48,27,0,5,4,0,0,0,1,5,64,161,0,0,0,0,5,0,77,16,0,6,0,33,11,3,246,8
882,1,78,282,64,0,12,177,30,41,0,4,1,0,0,1,0,2,57,135,0,0,0,0,28,0,140,10,0,7,0,41,21,2,342,14
883,1,96,261,86,0,5,156,40,59,0,8,2,0,2,0,2,3,67,140,0,0,0,0,5,0,99,17,0,8,0,47,3,1,266,10
884,1,76,246,79,0,7,136,40,46,0,3,0,0,0,0,2,5,81,165,0,0,0,0,8,0,94,16,0,8,0,54,6,2,291,8
885,3,87,252,81,0,0,140,36,39,0,9,3,0,1,1,2,3,53,194,0,0,0,0,10,0,82,22,0,13,0,44,2,0,253,13
886,5,68,250,72,0,2,150,48,45,0,6,2,0,0,1,3,7,45,131,0,0,0,0,6,0,77,31,0,3,0,40,6,2,253,14
887,3,86,268,70,0,2,160,39,40,0,6,3,0,0,1,10,7,80,126,0,0,0,0,12,0,86,13,0,10,0,67,9,1,298,17
888,5,87,308,65,0,5,195,34,28,0,6,1,0,1,1,0,7,82,116,0,0,0,0,9,0,82,11,0,3,0,53,5,1,267,13
889,3,74,317,54,0,3,177,47,22,0,2,0,0,1,2,3,1,73,121,0,0,0,0,9,0,85,14,0,9,0,50,5,0,216,9
890,6,86,286,69,0,6,157,28,47,0,8,1,0,1,1,3,4,58,154,0,0,0,0,5,0,93,10,0,5,0,50,4,0,272,14
891,5,98,301,80,0,3,166,52,38,0,3,1,0,2,1,2,2,73,187,0,0,0,0,13,0,86,17,0,10,0,53,7,0,285,14
892,1,69,270,65,0,7,135,49,32,0,1,0,0,1,2,1,7,51,162,0,0,0,0,7,0,70,19,0,12,0,44,12,0,261,22
893,0,100,229,62,0,4,163,39,51,0,2,1,0,2,1,1,10,62,190,0,0,0,0,9,0,77,18,0,8,0,47,9,4,251,17
894,3,86,282,76,0,5,176,30,40,0,4,1,0,1,1,4,3,59,129,0,0,0,0,5,0,68,34,0,12,0,55,8,0,268,14
895,2,88,318,59,0,5,167,35,26,0,5,2,0,3,0,4,4,69,123,0,0,0,0,9,0,86,13,0,6,0,43,9,0,262,9
896,5,83,322,63,0,4,187,26,22,0,4,3,0,0,0,5,1,66,105,0,0,0,0,9,0,98,9,0,7,0,50,4,1,254,7
897,6,88,266,62,0,7,163,45,45,0,4,2,0,2,0,4,4,63,134,0,0,0,0,7,0,73,12,0,7,0,55,12,0,262,10
898,1,80,270,79,0,7,160,40,51,0,5,3,0,1,1,1,7,61,136,0,0,0,0,10,0,81,22,0,4,0,49,9,0,258,12
899,4,106,271,78,0,2,151,52,33,0,2,2,0,0,1,2,3,67,139,0,0,0,0,4,0,114,21,0,6,0,53,6,0,264,18
900,2,83,245,65,0,5,174,41,49,0,5,1,0,0,0,0,0,61,137,0,0,0,0,9,0,78,18,0,8,0,52,6,0,286,8
901,1,91,307,83,0,6,160,38,53,0,3,1,0,2,0,5,6,77,119,0,0,0,0,8,0,66,13,0,11,0,54,4,2,322,19
902,2,89,311,60,0,6,167,20,18,0,2,2,0,2,2,3,6,70,69,0,0,0,1,7,0,83,9,0,8,0,70,4,0,264,14
903,1,84,347,57,0,1,170,23,23,0,3,1,0,0,2,1,2,63,92,0,0,0,0,3,0,65,16,0,11,0,47,8,1,228,9
904,5,109,274,63,0,8,180,42,42,0,4,2,0,0,1,1,4,53,115,0,0,0,0,9,0,77,14,0,3,0,49,6,1,291,11
905,5,88,295,77,0,10,172,44,31,0,1,3,0,3,1,0,3,52,112,0,0,0,0,6,0,74,15,0,7,0,45,3,2,301,5
906,2,67,310,78,0,10,162,36,38,0,1,4,0,0,1,1,3,62,110,0,0,0,0,9,0,95,18,0,3,0,54,4,0,293,7
907,1,103,279,83,0,1,165,26,34,0,2,2,0,1,0,2,6,52,120,0,0,0,0,5,0,75,26,0,9,0,61,3,2,258,12
908,3,90,266,84,0,6,148,40,36,0,1,2,0,1,1,4,3,64,157,0,0,0,0,8,0,69,14,0,6,0,51,7,0,286,15
909,3,99,319,57,0,4,179,38,28,0,3,4,0,2,2,1,5,71,122,0,0,0,0,5,0,73,10,0,9,0,51,4,1,294,12
910,3,96,334,57,0,4,175,36,13,0,4,2,0,1,0,0,3,67,125,0,0,0,0,6,0,85,11,0,8,0,54,8,1,263,14
911,3,84,267,75,0,2,160,46,45,0,4,0,0,1,3,1,2,46,119,0,0,0,0,10,0,98,10,0,5,0,49,7,0,290,10
912,0,104,249,82,0,11,174,35,61,0,6,7,0,1,1,3,5,57,135,0,0,0,0,27,0,135,16,0,8,0,50,16,2,370,12
913,2,81,272,70,0,5,168,39,32,0,2,0,0,0,0,1,2,71,137,0,0,0,0,6,0,72,19,0,5,0,39,5,2,285,21
914,7,92,277,68,0,4,165,21,37,0,6,0,0,2,1,5,1,76,91,0,0,0,0,8,0,72,8,0,11,0,47,10,0,312,10
915,2,88,362,71,0,3,191,35,22,0,2,2,0,3,1,2,3,62,84,0,0,0,0,11,0,70,10,0,8,0,36,5,0,217,11
916,2,98,351,45,0,3,167,26,21,0,6,10,0,2,0,2,3,60,122,0,0,0,0,7,0,79,7,0,10,0,57,6,0,278,10
917,1,72,321,69,0,5,159,32,23,0,4,0,0,1,0,4,3,57,117,0,0,0,0,11,0,82,13,0,4,0,42,3,0,242,12
918,1,87,277,87,0,4,168,31,49,0,10,0,0,1,3,0,3,70,134,0,0,0,0,8,0,85,12,0,5,0,40,8,0,315,12
919,4,85,233,72,0,2,134,32,46,0,7,1,0,2,0,2,3,76,129,0,0,0,0,10,0,85,24,0,5,0,42,8,2,278,8
920,0,87,210,69,0,6,140,42,44,0,5,0,0,0,0,2,3,80,150,0,0,0,0,6,0,74,18,0,7,0,45,6,1,304,10
921,5,78,227,78,0,4,142,43,37,0,4,3,0,0,2,0,2,73,122,0,0,0,0,11,0,95,23,0,7,0,59,11,1,305,10
922,2,98,262,92,0,7,168,37,52,0,3,2,0,0,0,3,1,54,138,0,0,0,0,9,0,94,46,0,3,0,55,8,1,331,16
923,4,105,285,71,0,8,184,34,31,0,2,2,0,0,1,3,3,55,142,0,0,0,0,13,0,77,11,0,4,0,49,10,0,310,15
924,5,107,330,59,0,5,189,35,27,0,2,2,0,1,2,4,4,83,117,0,0,0,0,11,0,81,8,0,9,0,62,6,0,266,12
925,2,95,280,69,0,2,152,38,40,0,8,2,0,2,0,0,3,66,107,0,0,0,0,6,0,102,11,0,5,0,58,9,1,378,4
926,2,91,281,78,0,2,145,50,40,0,2,5,0,1,0,0,2,67,109,0,0,0,0,8,0,119,20,0,7,0,65,3,0,361,12
927,2,95,257,77,0,5,155,39,35,0,3,2,0,1,1,1,6,52,121,0,0,0,0,11,0,83,22,1,5,0,60,8,0,370,13
928,1,75,244,77,0,5,116,51,36,0,4,2,0,0,0,2,2,73,109,0,0,0,0,8,0,84,32,0,2,0,54,7,1,365,11
929,4,90,237,73,0,1,168,39,38,0,9,0,0,0,2,2,9,71,134,0,0,0,0,18,0,86,13,0,9,0,46,4,1,367,8
930,3,100,326,63,0,2,169,37,31,0,2,0,0,2,1,1,0,84,221,0,0,0,0,5,0,83,10,0,6,0,64,8,0,331,8
931,3,79,325,57,0,1,156,33,26,0,3,5,0,1,1,2,3,63,113,0,0,0,1,7,0,85,11,0,5,0,58,9,1,318,4
932,3,93,208,90,0,3,144,38,36,0,5,2,0,0,0,2,4,66,122,0,0,0,0,5,0,102,22,0,3,0,55,6,0,371,6
933,4,92,241,67,0,3,156,35,40,0,0,3,0,1,3,3,4,64,122,0,0,0,0,5,0,74,23,0,8,0,64,7,1,319,5
934,2,99,251,63,0,2,153,26,49,0,5,1,0,1,2,1,2,65,140,0,0,0,0,9,0,71,25,0,6,0,42,5,0,342,17
935,1,102,253,73,0,12,151,41,34,0,5,3,0,0,0,0,3,65,128,0,0,0,0,8,0,74,21,0,2,0,42,6,0,347,7
936,3,84,272,79,0,5,164,37,39,0,1,2,0,2,0,1,1,66,144,0,0,0,0,8,0,95,15,0,5,0,60,11,1,329,13
937,4,95,318,70,0,3,206,26,32,0,0,2,0,1,0,4,2,81,111,0,0,0,0,9,0,77,17,0,4,0,52,7,0,348,11
938,4,83,310,57,0,3,177,40,21,0,3,1,0,1,3,1,2,80,103,0,0,0,0,7,0,81,9,0,7,0,70,2,0,260,14
939,1,101,262,82,0,2,172,52,36,0,6,1,0,0,0,0,2,66,162,0,0,0,0,8,0,87,17,0,8,0,55,6,3,338,13
940,0,86,247,80,0,5,152,41,43,0,3,3,0,2,4,2,4,65,184,0,0,0,0,5,0,82,23,0,1,0,61,10,2,326,11
941,5,76,244,76,0,5,135,44,40,0,5,5,0,1,0,0,5,59,157,0,0,0,0,10,0,89,32,0,5,0,47,4,1,369,16
942,5,75,252,69,0,7,146,38,33,0,9,0,0,2,2,4,3,61,174,0,0,0,0,4,0,72,25,0,10,0,54,5,1,342,12
943,2,87,227,96,0,13,126,41,62,0,7,0,0,1,2,1,8,61,170,0,0,0,1,20,0,156,17,0,9,0,54,9,0,432,11
944,4,82,322,60,0,4,169,39,27,0,3,0,0,0,0,2,3,62,124,0,0,0,0,2,0,71,14,0,11,0,60,8,1,289,8
945,1,76,332,44,0,5,143,35,20,0,6,2,0,0,0,4,0,66,134,0,0,0,0,10,0,75,7,0,3,0,52,8,1,274,9
946,1,89,235,83,0,2,142,38,43,0,6,1,0,0,0,0,1,58,128,0,0,0,0,5,0,84,8,0,8,0,71,4,3,342,11
947,3,101,263,75,0,4,168,45,37,0,3,1,0,1,1,1,4,54,193,0,0,0,0,7,0,110,37,0,7,0,64,10,0,319,12
948,5,92,219,89,0,9,154,54,45,0,7,1,0,1,1,1,2,58,185,0,0,0,1,7,0,95,25,0,7,0,54,10,0,331,10
949,2,102,249,84,0,0,139,39,57,0,8,1,0,0,1,2,2,68,170,0,0,0,0,11,0,93,25,0,7,0,46,5,1,299,16
950,4,92,254,76,0,5,195,41,44,0,5,3,0,1,1,5,4,72,148,0,0,0,0,11,0,93,13,0,11,0,58,4,1,349,9
951,2,92,266,77,0,4,157,29,18,0,5,4,0,2,1,2,6,69,85,0,0,0,0,10,0,79,6,0,7,0,60,2,1,303,7
952,3,101,330,70,0,4,188,41,25,0,3,0,0,1,0,4,2,75,112,0,0,0,0,12,0,75,7,0,4,0,50,10,1,278,12
953,1,82,225,89,0,5,175,40,32,0,2,0,0,0,0,1,4,64,117,0,0,0,0,11,0,110,12,0,9,0,62,4,2,300,12
954,1,93,232,75,0,2,157,49,43,0,6,1,0,3,0,0,1,70,146,0,0,0,0,6,0,84,21,0,3,0,47,5,1,324,17
955,2,79,233,94,0,8,160,43,34,0,3,1,0,1,2,0,4,52,199,0,0,0,1,6,0,96,33,0,7,0,44,4,1,359,9
956,3,101,258,67,0,8,142,32,35,0,5,4,0,0,2,2,8,65,147,0,0,0,0,7,0,90,31,0,1,0,64,12,2,351,8
957,0,94,240,101,0,7,146,53,37,0,7,0,0,2,2,3,6,70,165,0,0,0,0,8,0,99,27,0,6,0,58,11,2,352,11
958,5,100,297,72,0,7,175,41,35,0,0,1,0,2,0,2,1,78,175,0,0,0,0,8,0,73,23,0,9,0,65,4,0,306,13
959,1,82,342,67,0,8,161,34,26,0,6,2,0,1,1,4,3,71,113,0,0,0,0,10,0,61,6,0,6,0,42,8,1,294,11
960,1,92,278,86,0,5,162,40,48,0,3,1,0,2,0,0,5,54,139,0,0,0,0,8,0,79,10,0,4,0,52,5,1,335,7
961,2,104,264,68,0,7,162,37,41,0,4,1,0,4,1,2,3,68,140,0,0,0,0,8,0,84,21,0,10,0,55,6,0,332,13
962,3,89,277,103,0,6,185,34,31,0,6,3,0,1,0,1,5,67,128,0,0,0,0,13,0,88,20,0,11,0,40,6,1,351,6
963,9,90,255,84,0,10,190,55,40,0,2,2,0,1,1,0,3,75,353,0,0,0,0,11,0,81,19,0,6,0,59,6,0,313,18
964,1,81,267,71,0,6,162,54,55,0,5,0,0,1,0,2,13,76,137,0,0,0,0,6,0,66,17,0,4,0,45,1,0,313,15
965,4,85,286,49,0,5,211,52,32,0,4,0,0,1,0,2,4,48,130,0,0,0,0,10,0,81,18,0,9,0,48,4,1,295,10
966,3,100,311,62,0,11,193,39,20,0,7,3,0,0,2,0,5,63,122,0,0,0,0,9,0,76,11,0,9,0,60,10,0,239,13
967,1,86,274,76,0,2,194,51,40,0,4,0,0,2,0,3,1,72,135,0,0,0,0,10,0,117,13,0,7,0,46,6,0,325,12
968,5,88,254,71,0,4,143,41,39,0,7,2,0,2,1,1,1,65,119,0,0,0,0,4,0,83,26,0,5,0,58,4,0,359,9
969,2,90,237,74,0,9,157,45,33,0,5,6,0,2,3,3,11,78,131,0,0,0,0,15,0,97,21,0,4,0,63,5,0,325,9
970,5,88,245,65,0,4,141,42,49,0,1,3,0,0,0,2,13,53,109,0,0,0,0,9,0,96,20,0,5,0,45,3,3,324,9
971,3,104,244,75,0,8,153,33,49,0,4,1,0,0,2,2,7,72,301,0,0,0,0,9,0,73,27,0,11,0,61,7,0,339,15
972,4,105,297,59,0,6,152,45,31,0,1,1,0,6,2,4,3,71,154,0,0,0,0,7,0,80,16,0,4,0,57,4,0,282,9
973,4,75,240,68,0,8,155,45,18,0,1,3,0,2,2,0,0,60,123,0,0,0,0,7,0,70,12,0,5,0,74,3,0,212,3
974,1,71,205,50,0,6,127,38,29,0,2,2,0,2,2,5,3,65,139,0,0,0,0,34,0,153,8,0,6,0,36,14,0,321,13
975,2,97,227,93,0,3,140,54,43,0,7,1,0,3,3,1,4,60,147,0,0,0,0,9,0,82,23,0,9,0,58,4,0,324,12
976,3,75,236,77,0,3,120,44,52,0,7,0,0,0,1,0,1,73,150,0,0,0,1,10,0,80,17,0,4,0,51,5,1,307,18
977,3,100,239,71,0,5,145,45,27,0,2,3,0,1,0,3,1,62,181,0,0,0,0,12,0,86,20,0,11,0,49,6,0,262,12
978,2,87,229,80,0,3,168,31,44,0,6,1,0,0,1,4,9,63,135,0,0,0,0,6,0,76,18,0,16,0,65,4,0,311,14
979,4,98,297,62,0,4,188,39,35,0,2,2,0,2,1,4,3,79,312,0,0,0,0,3,0,70,18,0,4,0,49,10,0,290,13
980,4,103,348,61,0,7,180,50,27,0,8,1,0,1,0,3,3,68,151,0,0,0,0,10,0,82,11,0,5,0,60,9,2,237,9
981,3,84,237,72,0,1,131,44,44,0,5,3,0,1,2,2,3,65,150,0,0,0,1,8,0,84,8,0,12,0,55,7,0,294,10
982,2,106,286,84,0,5,144,44,37,0,4,1,0,1,6,1,2,61,163,0,0,0,0,15,0,74,19,0,8,0,62,6,1,308,17
983,2,103,280,77,0,7,161,54,44,0,6,1,0,2,3,4,0,56,127,0,0,0,0,7,0,80,26,0,5,0,46,13,0,298,22
984,6,99,267,65,0,1,152,38,34,0,1,2,0,0,1,1,5,54,241,0,0,0,0,11,0,94,21,0,8,0,51,6,1,286,12
985,0,106,279,96,0,7,163,40,39,0,6,3,0,2,1,1,3,61,197,0,0,0,0,8,0,80,10,1,8,0,63,9,0,332,15
986,4,100,300,60,0,5,214,38,20,0,1,1,0,2,0,5,7,77,186,0,0,0,0,10,0,69,9,0,13,0,51,4,0,278,11
987,7,86,310,62,0,4,205,39,27,0,5,4,0,4,1,2,3,63,100,0,0,0,0,9,0,63,11,0,9,0,71,4,0,254,7
988,4,87,222,85,0,6,136,39,47,0,6,0,0,1,0,1,3,80,224,0,0,0,0,8,0,78,15,0,7,0,54,8,2,337,10
989,3,103,262,91,0,7,156,43,37,0,6,2,0,3,2,4,2,54,134,0,0,0,0,8,0,83,17,0,7,0,45,7,1,317,11
990,4,96,236,76,0,2,138,35,40,0,8,0,0,2,0,2,1,56,142,0,0,0,0,7,0,94,39,0,6,0,59,3,0,273,8
991,5,90,247,84,0,4,154,38,52,0,5,1,0,0,1,2,3,59,144,0,0,0,0,7,0,76,44,0,10,0,50,8,0,292,10
992,1,89,232,86,0,9,184,50,45,0,3,1,0,3,0,4,3,75,137,0,0,0,0,10,0,82,15,0,12,0,57,5,0,338,12
993,3,81,277,55,0,14,156,46,30,0,1,3,0,2,0,2,3,71,128,0,0,0,0,6,0,75,24,0,6,0,50,6,0,302,7
994,3,87,307,63,0,5,182,40,22,0,5,2,0,2,0,3,6,76,129,0,0,0,0,3,0,77,21,0,3,0,56,1,1,262,18
995,4,94,204,99,0,3,130,58,33,0,5,0,0,2,2,2,3,73,143,0,0,0,0,7,0,58,13,0,8,0,44,3,0,292,12
996,1,90,244,100,0,2,137,35,35,0,2,3,0,1,0,0,1,70,391,0,0,0,0,11,0,79,21,0,6,0,49,13,4,317,10
997,2,85,245,82,0,3,134,42,56,0,8,1,0,1,1,1,4,80,141,0,0,0,0,6,0,85,34,0,13,0,46,2,2,308,14
998,3,82,208,73,0,4,148,45,35,0,5,4,0,1,1,2,1,66,156,0,0,0,0,5,0,74,35,0,6,0,43,5,0,311,14
999,4,102,217,72,0,5,130,35,30,0,0,1,0,1,1,2,4,60,126,0,0,0,0,9,0,72,20,0,8,0,50,4,1,294,9
1000,0,76,206,63,0,4,179,35,24,0,2,1,0,1,1,3,5,72,97,0,0,0,0,5,0,55,17,0,0,0,63,3,0,267,9
1001,7,74,273,73,0,1,169,40,25,0,5,2,0,2,0,6,6,85,113,0,0,0,0,12,0,68,10,0,5,0,48,4,1,246,12
1002,0,87,190,89,0,2,142,33,36,0,4,2,0,1,0,0,2,66,140,0,0,0,0,8,0,76,8,0,5,0,59,3,0,286,8
1003,5,68,198,66,0,1,159,39,49,0,1,3,0,3,2,1,2,70,105,0,0,0,0,9,0,71,18,0,12,0,41,4,0,286,10
1004,2,80,207,70,0,9,153,44,73,0,5,3,0,2,2,0,4,60,146,0,0,0,0,12,0,141,31,0,6,0,54,9,0,419,15
1005,3,75,210,72,0,2,118,53,25,0,2,2,0,3,2,1,3,60,300,0,0,0,0,8,0,78,32,0,4,0,44,9,1,249,12
1006,1,70,223,62,0,6,158,46,51,0,2,1,0,0,1,4,4,71,172,0,0,0,0,9,0,91,10,0,10,0,66,5,1,277,5
1007,6,77,271,66,0,4,152,25,35,0,0,3,0,2,1,2,4,56,306,0,0,0,0,6,0,66,8,0,8,0,55,5,0,261,17
1008,5,82,259,54,0,7,180,23,16,0,1,4,0,2,0,5,2,74,120,0,0,0,0,7,0,73,13,0,1,0,34,4,0,242,16
