date,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,DOMESTIC VIOLENCE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
160,22,1236,3651,1341,1,101,2259,529,1303,0,4,39,1,80,8,13,17,760,1859,0,1,0,7,203,0,1276,108,1,154,0,964,55,13,4750,220
161,27,1022,3175,889,1,73,1595,536,1102,0,2,21,0,84,4,15,25,682,2356,0,0,1,1,161,2,1182,120,1,164,0,556,56,6,4017,146
162,26,1388,3976,1054,2,98,2207,703,1595,0,12,23,0,92,12,22,25,910,2644,0,0,0,5,220,1,1402,97,2,230,0,624,64,9,4515,224
163,32,1407,4187,1124,2,111,2430,643,1394,0,36,37,0,112,5,12,31,702,2633,1,0,0,3,195,1,1501,142,3,238,0,726,83,10,4836,273
164,45,1669,4804,1206,1,108,2564,648,1259,0,41,41,0,131,10,20,50,728,2640,1,0,0,4,204,1,1606,125,0,302,0,835,98,11,5352,354
165,42,1660,4821,1244,1,135,2489,682,1372,0,62,37,1,140,12,22,41,906,2443,2,0,0,4,231,1,1520,131,0,283,0,859,110,12,5839,327
166,54,1631,4773,1397,2,111,2672,708,1337,0,61,38,0,158,11,20,31,914,2772,2,4,0,4,162,1,1504,183,0,300,0,927,80,16,6336,341
167,33,1616,4747,1384,0,144,2645,674,1369,0,69,48,0,167,15,22,48,865,2644,2,3,0,0,213,1,1526,197,2,279,0,883,105,16,5885,274
168,28,1573,4236,1300,2,123,2389,606,1324,0,53,46,0,138,14,21,25,858,2387,2,3,0,2,178,0,1394,163,0,288,0,872,91,19,5485,265
169,17,1221,3537,1065,0,154,1923,577,1325,0,5,30,3,112,8,15,21,826,2339,1,1,0,6,295,0,1479,182,1,180,0,798,99,17,4405,251
170,46,1425,4039,1301,5,119,2593,525,1360,0,14,32,2,109,13,16,25,842,2103,1,3,0,4,188,0,1519,88,1,211,0,956,89,9,5154,276
171,45,1252,3553,1218,2,104,2388,488,1249,0,6,39,0,103,4,18,15,864,1780,1,3,0,5,163,0,1321,64,2,169,0,819,75,11,4565,241
172,32,1247,3687,1375,2,103,2479,441,1390,0,2,34,0,69,11,19,10,917,1297,1,3,0,3,186,0,1291,65,2,145,0,1039,70,9,5027,172
173,20,1082,2912,663,1,77,1504,438,1308,0,2,20,0,109,8,14,19,627,1971,1,1,0,3,179,1,1224,119,1,137,0,456,52,7,3228,187
174,41,1437,4135,847,3,103,2238,583,1431,0,24,35,0,113,15,19,31,784,2462,0,0,0,3,201,0,1485,109,1,249,0,617,74,17,4274,327
175,42,1396,4116,921,2,100,2465,576,1479,0,33,36,1,90,8,14,28,725,2091,0,0,0,6,186,1,1482,104,1,228,0,678,66,14,4527,291
176,41,1676,4892,1075,6,109,2600,559,1308,0,42,50,0,116,11,14,22,851,1976,3,0,0,9,187,0,1679,155,1,222,0,730,93,17,4941,298
177,39,1589,4578,1130,6,151,2463,607,1300,0,35,49,2,129,10,8,33,908,1843,7,1,0,2,207,1,1488,129,1,241,0,768,99,10,5015,314
178,51,1593,4574,1157,4,126,2821,542,1373,0,42,57,2,109,10,15,25,892,1928,0,1,0,1,198,1,1568,101,2,219,0,916,95,14,5398,370
179,40,1597,4625,1250,0,130,2685,578,1370,0,64,55,1,134,15,21,37,968,2098,2,2,0,2,176,0,1617,131,0,204,0,930,97,13,5627,322
180,39,1530,4270,1181,3,133,2516,487,1325,0,41,65,2,115,10,17,26,864,2047,3,1,0,4,173,1,1406,75,1,217,0,931,99,17,5179,315
181,42,1226,3727,1182,1,117,2374,462,1615,0,3,54,0,46,10,23,25,983,1145,1,2,1,8,269,1,1342,69,0,106,0,1041,115,9,4486,192
182,51,1667,4340,1314,4,150,2758,552,1689,0,12,83,1,97,11,15,26,1010,762,0,5,0,10,190,0,1487,61,0,161,0,1149,85,17,5723,294
183,34,1423,3822,1376,2,121,2580,485,1470,0,6,80,0,78,14,15,5,1016,777,0,4,0,5,145,0,1303,64,0,116,0,1163,59,17,5257,286
184,37,1262,3445,1301,4,94,2102,465,1699,0,0,59,0,60,13,11,8,1110,724,0,3,0,4,146,1,1384,12,0,96,0,1089,55,19,4922,244
185,31,1241,3497,842,4,107,2089,438,1515,0,4,47,1,44,8,10,17,835,1300,4,5,0,3,172,0,1315,70,1,111,0,702,77,7,4005,214
186,41,1641,4277,1048,2,133,2538,500,1573,0,14,45,1,85,9,15,27,781,1471,0,7,0,4,224,0,1579,58,0,141,0,785,65,11,4661,289
187,46,1508,4030,946,2,121,2392,505,1554,0,23,40,1,91,9,19,26,757,1455,0,2,0,3,207,0,1421,113,0,142,0,771,63,11,4594,284
188,55,1789,4714,1106,1,144,2733,585,1453,0,21,69,1,90,12,14,17,823,1401,0,3,0,4,216,0,1582,70,3,164,0,961,78,14,5045,342
189,41,1817,4849,1080,4,156,2641,590,1689,0,25,80,0,109,13,26,24,932,1278,0,5,0,3,215,2,1511,57,2,165,0,905,98,18,5359,348
190,47,1712,4688,1349,3,161,2987,568,1516,0,29,70,1,73,10,15,18,1038,1244,0,1,0,2,179,0,1513,80,0,154,0,1128,112,16,5820,303
191,46,1761,4586,1372,7,148,2974,577,1686,0,28,96,2,79,15,22,17,1029,861,0,5,0,2,195,0,1508,71,3,124,0,1238,92,11,6006,321
192,45,1694,4315,1371,2,125,2850,579,1609,0,24,65,3,84,11,17,17,979,896,0,7,0,3,184,0,1353,75,1,127,0,1028,99,26,5736,334
193,38,1373,3568,1274,7,153,2424,573,1771,0,1,55,1,84,9,8,10,1174,982,0,3,0,3,304,0,1567,86,1,123,0,1075,100,17,4955,336
194,39,1628,4168,1198,9,148,2439,572,1622,0,17,60,2,89,11,11,7,983,845,0,4,0,20,190,0,1345,25,1,129,0,1119,78,11,5733,389
195,38,1454,3723,1083,6,126,2335,533,1558,0,9,41,0,72,9,16,9,936,924,0,7,0,6,166,5,1292,64,0,105,0,1128,92,10,5383,337
196,21,1374,3660,983,6,120,2165,507,1726,0,2,39,0,79,14,16,9,1070,789,0,2,0,7,200,0,1259,37,2,84,0,1072,79,7,5394,348
197,40,1295,3414,1012,3,123,2048,527,1512,0,9,50,0,85,15,13,22,879,955,0,1,1,4,125,0,1390,52,1,99,0,787,72,18,4397,331
198,27,1486,3858,931,4,106,2238,548,1621,0,4,42,4,81,14,18,27,801,1126,0,1,1,10,178,1,1521,68,0,126,0,783,78,19,4501,307
199,47,1638,4101,968,5,146,2451,548,1537,0,21,49,0,98,11,15,7,837,1042,0,1,0,5,176,0,1581,88,1,129,0,851,78,25,4803,406
200,38,1853,4563,1061,6,133,2518,631,1550,0,20,57,1,105,8,19,20,831,1116,0,3,0,8,214,0,1633,74,3,153,0,903,90,13,5336,397
201,46,1857,4651,1090,3,119,2582,617,1581,0,30,86,0,97,15,16,20,1013,865,0,6,0,6,188,0,1414,76,0,126,0,982,91,14,5792,442
202,34,1821,4701,1206,6,163,2745,622,1621,0,21,76,0,107,13,23,28,992,1002,0,4,0,6,169,2,1531,61,0,148,0,1004,101,21,6089,519
203,43,1739,4424,1152,8,160,2685,598,1627,0,34,58,1,104,16,13,19,952,993,0,4,0,4,197,2,1456,81,0,145,0,1174,78,16,6461,456
204,33,1786,4396,1040,6,146,2414,539,1624,0,23,61,1,86,16,22,13,915,1027,0,1,0,7,187,1,1259,23,1,131,0,1002,93,20,5524,418
205,26,1416,3588,952,4,113,1930,578,1591,0,5,43,2,86,5,16,23,1006,1083,0,4,0,10,242,0,1330,31,0,89,0,898,76,16,4849,410
206,36,1717,4302,1004,19,149,2521,562,1575,0,13,59,1,104,19,7,21,794,1047,0,4,0,7,207,0,1385,48,1,112,0,837,112,15,5666,452
207,26,1542,3638,913,9,139,1969,501,1476,0,6,47,0,88,15,16,20,817,1157,0,3,0,2,171,1,1429,85,2,104,0,787,86,16,5156,407
208,32,1590,3858,971,12,131,2245,555,1647,0,2,44,2,97,15,17,9,916,1003,0,2,0,6,170,0,1344,46,1,144,0,845,82,18,5687,450
209,14,1355,3200,698,6,116,1672,548,1464,0,1,43,1,93,9,14,9,626,995,0,3,0,9,161,0,1262,20,0,78,0,636,69,14,3896,306
210,32,1619,3958,822,9,117,2337,586,1678,0,8,34,2,119,13,14,23,736,1282,0,2,0,10,189,0,1471,38,0,119,0,738,89,15,4750,393
211,27,1641,3801,942,11,118,2240,586,1579,0,10,43,0,106,8,12,20,751,1100,0,4,1,2,192,0,1507,101,1,115,0,693,85,17,4995,399
212,33,2036,4978,974,15,149,2670,599,1696,0,23,54,0,123,14,17,32,831,1177,0,2,0,8,205,0,1603,95,2,124,0,802,122,24,5735,542
213,36,1880,4640,1064,14,152,2589,591,1636,0,34,57,0,115,14,18,26,816,1080,0,2,0,3,207,0,1511,65,4,137,0,857,88,18,6038,499
214,41,1943,4883,1140,13,155,2726,597,1736,0,42,63,0,132,24,13,32,858,1189,0,3,1,14,174,0,1572,46,1,116,0,876,88,27,6166,550
215,38,1849,4613,1213,17,153,2636,598,1753,0,39,58,1,127,19,15,25,927,1228,0,3,1,7,176,0,1501,74,1,121,0,942,126,15,6528,561
216,32,1814,4351,1052,20,160,2287,606,1540,0,18,55,3,116,14,12,28,906,1153,0,4,0,8,187,0,1321,69,1,112,0,768,116,12,5785,487
217,22,1458,3518,797,12,146,1794,563,1518,0,4,23,3,94,21,8,21,707,1330,0,1,0,3,184,0,1425,64,0,88,0,658,90,19,4554,447
218,32,1724,3861,861,15,129,2320,578,1508,0,12,41,1,107,13,4,18,722,1094,0,0,0,5,186,0,1376,47,3,128,0,685,105,11,5372,478
219,32,1470,3659,790,11,106,1982,542,1500,0,4,34,1,103,8,20,19,692,1028,0,1,0,8,176,3,1191,66,0,102,0,667,110,20,4848,452
220,38,1533,3807,826,16,113,1983,509,1398,0,2,34,0,110,8,18,6,770,926,0,0,0,5,177,1,1184,50,1,83,0,741,102,12,5410,504
221,29,1420,3342,671,12,106,1717,497,1341,0,2,25,0,110,10,14,9,654,1257,0,0,0,4,185,0,1399,37,0,109,0,497,102,21,4384,377
222,28,1666,4058,677,14,122,2026,515,1513,0,5,36,1,100,10,18,17,717,1391,0,0,0,7,195,0,1448,47,0,139,0,508,100,24,4474,496
223,31,1733,3974,700,20,122,2276,562,1504,0,3,60,1,112,18,13,13,771,1230,0,1,0,1,240,1,1450,45,0,155,0,599,80,10,4648,522
224,25,2042,4758,813,23,156,2498,645,1563,0,14,54,0,164,12,21,14,764,1129,0,0,0,6,242,2,1556,69,3,152,0,632,122,17,5384,613
225,29,2002,4746,788,17,127,2528,579,1480,0,28,52,1,144,10,13,23,772,1125,0,0,0,8,172,0,1470,45,0,140,0,767,107,23,5645,565
226,46,1930,4869,927,21,173,2597,626,1618,0,13,44,1,183,17,21,36,884,1204,0,0,0,4,170,0,1472,100,1,146,0,776,124,25,5989,669
227,36,1831,4551,902,22,153,2567,590,1609,0,31,51,3,183,17,10,29,843,1270,0,0,0,3,177,1,1330,80,1,121,0,769,114,19,6155,650
228,29,1789,4317,871,34,144,2366,610,1467,0,24,50,0,136,19,13,25,679,1102,0,1,0,4,182,0,1342,30,2,155,0,689,119,21,5435,550
229,26,1507,3575,731,15,129,1771,573,1281,0,2,36,0,121,9,15,15,667,1186,0,0,0,7,205,2,1385,38,0,106,0,732,101,13,4509,489
230,22,836,2130,385,9,71,1077,323,634,0,0,23,0,69,12,9,12,407,621,0,0,0,1,133,0,735,12,2,52,0,401,54,4,2533,269
